name,uid,code,parent,shortname,description,openingdate,closedate,comment,featuretype,coordinates,url,contactperson,address,email,phonenumber
MAENDELEO CLINIC,tAdrEYFCmgl,18890,iKvnghqTvSP,MAENDELEO CLINIC,ALONG CHEPTAIS-CHWELE ROAD,NA,NA,,POINT,"[34.46388,0.80606]",,NA,NA,NA,NA
Neema Medical Clinic,lorviMKo4jv,19161,taVVtCXxo50,Neema Medical Clinic,,NA,NA,,POINT,"[36.79053,-1.31352]",,NA,NA,NA,NA
Nzoia Matete Dispensary,wCYNSByDP30,16086,nbaDAo4y7cH,Nzoia Matete Dispensary,,NA,NA,,POINT,"[35.00997,0.70791]",,NA,NA,NA,NA
Enoosaen Health Centre,s4k4wYOsVLa,14465,mq1FEx5vQZ4,Enosaen Health Centre,,NA,NA,,POINT,"[34.73355,-1.0223]",,NA,NA,NA,NA
Kalamba (AIC) Dispensary,xz5FbcHknGr,12145,Amj9UOaw3tP,Kalamba (AIC) Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Kangatotha Ward,qQtpJ2wdCay,,zd8rhYqGowE,Kangatotha Ward,,NA,NA,,NONE,,,NA,NA,NA,NA
Ack Leah Njoki Dispensary,mVJd9uP587g,18964,H7KVdIvj4Sp,Ack Leah Njoki disp,igikiro kamahuha,NA,NA,,NONE,,,NA,NA,NA,NA
Kerio Delta Ward,zwhTzysKfKc,,zd8rhYqGowE,Kerio Delta Ward,,NA,NA,,NONE,,,NA,NA,NA,NA
Kyoani Dispensary,Znf0eM1DKNG,12416,hwHZgY7hwgN,Kyoani Dispensary,,NA,NA,,POINT,"[38.10876,-1.5656]",,NA,NA,NA,NA
Ludomic Clinic,xi7J8NYwEC9,18287,juDN8sSnk3O,Ludomic Clinic,Clinic,NA,NA,,POINT,"[37.46551,-0.38214]",,NA,NA,NA,NA
Rukenya Dispensary,Gs82x2zr153,16241,IcAegRcGuV6,Rukenya Dispensary,,NA,NA,,POINT,"[37.8941,-0.18993]",,NA,NA,NA,NA
Casino Community Unit,N7mpGoZRoLJ,701139,JsyNWojvXgf,Casino,,NA,NA,,NONE,,,NA,NA,NA,NA
Korabariet Community Unit,A3OUaiZkNM8,701143,BGjqfw6rewx,Korabariet,,NA,NA,,NONE,,,NA,NA,NA,NA
Kenneth Matiba Eye and dental hospital,tViZzrkjPlK,21413,D8f8vrysA4J,Kenneth Matiba Eye and dental hospital,kenol town,NA,NA,,NONE,,,NA,NA,NA,NA
Mercillin Afya Centre,B8SmKVbMgPs,13088,taVVtCXxo50,Mercillin Afya Centre,,NA,NA,Has changed from Private ownership to Community Based Organization 12/03/2012,POINT,"[36.7844,-1.31299]",,NA,NA,NA,NA
Baraka Medical Clinic,wcMsR8yJszY,22920,utg5SKGYTGO,Baraka,Private clinic offering out patient services only,NA,NA,Situated 100m from Mariakani Matatu terminus next to Sharlmar Hotel,NONE,"[39.47658,-03.86153]",,NA,NA,NA,NA
Girissa community unit,gkUasEznrxZ,,TtnkVJt82Qt,Girissa,,NA,NA,opperational,NONE,,,NA,NA,NA,NA
Webuye Nursing Home,uWRQXX8xvJ1,16162,chWsC9TTyF3,Webuye Nursing Home,,NA,NA,,POINT,"[34.76489,0.61314]",,NA,NA,NA,NA
Virgin Hospital,S3aqQ2g1Rb7,20945,JqeBiHQ9lNI,Virgin Hospital,Virgin hospital is a new private institution in Maragua town currently offering outpatient services but in future preparing to offer other services including inpatient .,NA,NA,,NONE,,,NA,NA,NA,NA
Nyangore Community Unit,cnIKp2ghbAC,,Wo1VJV9cbON,Nyangore Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
CHEPTAIS MEDICAL CLINIC,NkutiPnLK1M,18891,iKvnghqTvSP,CHEPTAIS MEDICAL CLINIC,NEXT TO ACTIONAID OFFICES,NA,NA,,POINT,"[34.46274,0.8073]",,NA,NA,NA,NA
Lelu Dispensary,IeWyq3FJp5q,,zaU3Wr5KwCY,Lelu Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Pakase Medical Clinic,hslIwE7ByFi,15455,bSdHZBeB5bQ,Pakase Medical Clinic,,NA,NA,,POINT,"[36.0397,-2.06472]",,NA,NA,NA,NA
Kabar East Community Health Unit,rne8LTIiAsR,602669,umOkAJJ3aUH,Kabar East CHU,,NA,NA,,POINT,"[35.00522,-0.09843]",,NA,NA,NA,NA
Tonde Community Unit,F1ADc18CGzI,,UIqndsbcvdK,Tonde Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Lower Tamu Community Unit,IqKRE6AgQJR,,p1xtagfLUyQ,Lower Tamu Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Mabunge Community Unit,B6m9I58OAFP,,PpgMAHSg9Oq,Mabunge Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Chepkube Dispensary,mQr9UuKUX89,15854,iKvnghqTvSP,Chepkube Dispensary,,NA,NA,,POINT,"[34.43328,0.84009]",,NA,NA,NA,NA
Saika Community Medical Centre,nZtTdv1AuYf,22857,aZGmpSZ2M0H,Saika Community Medical Centre,,NA,NA,,NONE,"[36.91429833,-1.25311]",,NA,NA,NA,NA
Mercy mission hospital- annex,SEvEw5XSNVr,22859,BA2zKL0pmeI,Mercy mission hospital - annex,CDN plaza,NA,NA,,NONE,"[36.072555,-0.29871]",,NA,NA,NA,NA
Medanta Afri Care(South C),jq3U47R8OEe,,ZWRytukDvQ7,Medanta Afri Care,South C shopping next to SGRR Temple,NA,NA,,NONE,,,NA,NA,NA,NA
Naibor Dispensary,c9pQgjJ0sqy,21248,Kx1h1yqLZh9,Naibor Dispensary,,NA,NA,,POINT,"[0.16548,37.02107]",,NA,NA,NA,NA
Tambach Sub-County Hospital,AXYL3o00Lq2,15703,q3dexsgOLhS,Tambach Sub-County Hosp,,NA,NA,,POINT,"[35.52226,0.59529]",,NA,NA,NA,NA
Review Medical Clinic,nTbinmqDgUy,20273,Cqn7anNruE5,Review Medical Clinic,Situated near Kenyatta road PCEA Church,NA,NA,,POINT,"[37.00693,-1.12847]",,NA,NA,NA,NA
Loima Medical Clinic,MgvoxAKs4dX,15050,v27o9CuZh11,Loima Medical Clinic,,NA,NA,,POINT,"[35.59764,3.11323]",,NA,NA,NA,NA
Maisha clinic,aIsprgX3K83,,eX9fqY9KVU8,Maisha clinic,Maisha clinic,NA,NA,,NONE,,,NA,NA,NA,NA
Kabar West Community Unit,nn8PNuELJ0M,,D1sNaKhXlyS,Kabar West Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Nimoli Medical Services,TIqvGd9EDw4,21026,raV5YKTRCG2,Nimoli Medical Services,Medical Clinic,NA,NA,operational,POINT,,,NA,NA,NA,NA
Dr Mugo Medical Clinic,Jl73RbiG3vZ,14415,BA2zKL0pmeI,Dr Mugo Medical Clinic,,NA,NA,,POINT,"[36.0447,-0.16964]",,NA,NA,NA,NA
St Nicholas Medical Clinic,yICzSyrS0I8,18114,juDN8sSnk3O,St. Nicholas,,NA,NA,,POINT,"[37.43777,-0.44278]",,NA,NA,NA,NA
Sarmer Medical Clinic,wo6gvWm4OyS,10999,D8f8vrysA4J,Sarmer Medical Clinic,,NA,NA,,NONE,,,NA,NA,NA,NA
Buchangu Dispensary,WYaAkILOP16,15810,Qa2LjBCOXby,Buchangu Dispensary,DISPENSARY,NA,NA,,POINT,"[34.67083,0.44564]",,NA,NA,NA,NA
Machakos Health Care Centre,VYIXNdQoBZ1,12439,CJ0xDJy3ZZI,Machakos Health Care Centre,,NA,NA,,POINT,"[37.26233,-1.53536]",,NA,NA,NA,NA
Kianjokoma (ACK) Trinity Clinic,SaquBAbB6Mt,12278,ncD8mIBXHRn,Kianjokoma (ACK) Trinity,,NA,NA,,POINT,"[37.50293,-0.39995]",,NA,NA,NA,NA
Rehema Children Medical Clinic Lodwar,q0NZn9DAxrT,17180,v27o9CuZh11,Rehema Children MC Lodwar,,NA,NA,,POINT,"[35.60031,3.12234]",,NA,NA,NA,NA
St Augustine Youth Friendly Centre,VFLrOWJDBLv,15629,v27o9CuZh11,St Augustine YFC,,NA,NA,,POINT,"[35.59682,3.1203]",,NA,NA,NA,NA
St Monica Nakwamekwi Dispensary,Qv62ysRtBDq,15661,v27o9CuZh11,St Monica Nakwamekwi Dispensary,,NA,NA,,POINT,"[35.57017,3.17834]",,NA,NA,NA,NA
Kakalel Dispensary,V8gEdiBXeOZ,,H6EZtZr2dWo,Kakalel Dispensary,,NA,NA,,POINT,"[36.08010,2.45123]",,NA,NA,NA,NA
Pan Paper Dispensary,wrwBJ0NqlL1,16090,chWsC9TTyF3,Pan Paper Dispensary,,NA,NA,,POINT,"[34.76456,0.61299]",,NA,NA,NA,NA
Kalyet Clinic (Kipkelion),w4zbe1VwNQD,14665,fLlw3oVxfPp,Kalyet Clinic,,NA,NA,,POINT,"[35.50582,-0.12211]",,NA,NA,NA,NA
TrueCare Medical Clinic,suMndgp1Mmp,20645,vH5k45ZRgZG,TrueCare Medical Clinic,,NA,NA,,POINT,,,NA,NA,NA,NA
Aphiaplus Drop-In Centre (Naivasha Dic),dDmPQOiYjkT,18790,quIiSx3L8OJ,AphiaPlus Drop-in centre(Naivasha DIC),Aphiaplus GSKenya,NA,NA,NGO under aphiaplus dealing with Sex workers,POINT,"[36.42947,-0.71238]",,NA,NA,NA,NA
Tharaka District Hospital,tLVjdEE6IX2,12795,IcAegRcGuV6,Tharaka dist hospital,,NA,NA,,POINT,"[37.97501,-0.15802]",,NA,NA,NA,NA
Savannah Medical Clinic,jHgsQ6isgva,15535,v27o9CuZh11,Savannah Medical Clinic,,NA,NA,,POINT,"[35.59956,3.11323]",,NA,NA,NA,NA
12 Engineers,gPEGZGkfDWa,17486,A7a1GZJvTGD,12 Engineers,,NA,NA,,POINT,"[37.14413,-1.07354]",,NA,NA,NA,NA
Mbogoini Dispensary,VAKx1xMbqMb,22930,pXbWrnFPpKb,Mbogoini DISP.,Dispensary,NA,NA,,NONE,"[36.42546166,0.42355166]",,NA,NA,NA,NA
The Oak Health Care,xaehTz9Xj3C,22324,zaU3Wr5KwCY,The Oak Health care,,NA,NA,,NONE,,,NA,NA,NA,NA
Asantey Clinic,q5Ez2UVCndr,10038,zaU3Wr5KwCY,Asantey Clinic,,NA,NA,,POINT,"[37.0768,-1.0349]",,NA,NA,NA,NA
Uzima Medical Clinic (Thika),xtcm3EUAvM8,11145,zaU3Wr5KwCY,Uzima MC (Thika),,NA,NA,,POINT,"[37.10793,-1.05859]",,NA,NA,NA,NA
Whemis,Kwe3ON0XikF,17487,zaU3Wr5KwCY,Whemis,,NA,NA,,NONE,,,NA,NA,NA,NA
Wote Clinic,Ebe44QlCgBb,11188,zaU3Wr5KwCY,Wote Clinic,,NA,NA,,POINT,"[37.0979,-1.06743]",,NA,NA,NA,NA
Ama (Africa Muslim Agency) Clinic,GnHBcfPYmFI,10023,A7a1GZJvTGD,AMA  Clinic,,NA,NA,,POINT,"[37.11405,-1.05914]",,NA,NA,NA,NA
St Mulumba Mission Hospital,umZH5Ae9wN1,10765,A7a1GZJvTGD,St.Mulumba Mission Hospital,,NA,NA,,POINT,"[37.10317,-1.05501]",,NA,NA,NA,NA
Real Healthcare Medical Clinic,FLKDuon1pGM,18406,BA2zKL0pmeI,Real Healthcare Medical c,,NA,NA,operational,POINT,"[36.07185,-0.30746]",,NA,NA,NA,NA
Sumba Medical Clinic,ll4FPeVyj4n,18614,CTX9LIAvrFK,Sumba Medical Clinic,Located on Moi south lake Road near kengen Staff houses,NA,NA,Newly registered private Clinic,POINT,"[36.33855,-0.83073]",,NA,NA,NA,NA
Menengai Health Centre,iuldhpF2IHo,20138,sJ50zpy9iBV,Menengai Health Centre,Near KITI Institute,NA,NA,Operational,POINT,"[36.11128,-0.27560]",,NA,NA,NA,NA
Gawa Medical Clinic,SUXLzrbnafk,10240,A7a1GZJvTGD,Gawa Medical Clinic,,NA,NA,,POINT,"[37.06645,-1.08375]",,NA,NA,NA,NA
Makongeni Dispensary,aQqBjPqT0jU,18432,A7a1GZJvTGD,Makongeni  Dispensary,,NA,NA,,POINT,"[37.10882,-1.06234]",,NA,NA,NA,NA
Nyajimo Medical Clinic,W3HB7ZZIVyT,,A7a1GZJvTGD,Nyajimo Medical Clinic,,NA,NA,,NONE,,,NA,NA,NA,NA
Akidiva Clinic,TUd10knDDSH,13462,mLrXAhflEvn,Ackdiva Clinic,,NA,NA,,POINT,"[34.451,-1.16889]",,NA,NA,NA,NA
Tumaini Medical Clinic (Turkana Central),DHFyI08F3cu,15749,v27o9CuZh11,Tumaini MC (Turkana Centr,,NA,NA,,POINT,"[35.5994,3.12063]",,NA,NA,NA,NA
Ntulele Health Centre,Imf8ZJofDZe,15367,fF2CijNSPDI,Ntulele Health Centre,,NA,NA,,POINT,"[36.09116,-1.09223]",,NA,NA,NA,NA
MEDIZONE CLINIC,MJuFotg3hgf,,OqnujBG8mvl,MEDIZONE CLINIC,PRIVATE,NA,NA,,NONE,,,NA,NA,NA,NA
Chepyuk Community Health Unit,TydRT1Rijmf,600649,MavGp9SQvbq,Chepyuk CHU,,NA,NA,,NONE,"[34.5903,0.82277]",,NA,NA,NA,NA
Rukala Model Health Centre,KK9ISvjjUvP,16095,BBkS40b5WG7,Rukala Model Health Centre,,NA,NA,Up graded facility to Model Health Centre,POINT,#N/A,,NA,NA,NA,NA
Dr Wenyaa Clinic,E3sdICle0xb,14423,BA2zKL0pmeI,Dr Wenyaa Clinic,,NA,NA,,POINT,"[36.07376,-0.28352]",,NA,NA,NA,NA
Community Evolution Network VCT,JTGf2aQXbXF,20230,taVVtCXxo50,Community Evolution Network VCT,Stand-alone VCT,NA,NA,,POINT,"[36.78946,-1.31351]",,NA,NA,NA,NA
Ruiru Diagnostic Centre,UlvpBaVIhVu,10971,uQXYQokmIzX,Ruiru Diagnostic Centre,,NA,NA,,POINT,"[36.96056,-1.14682]",,NA,NA,NA,NA
St Catherine Napetet Dispensary,ymVyoLJ8yId,15634,v27o9CuZh11,St Catherine Napetet Dispensary,,NA,NA,,POINT,"[35.61719,3.11178]",,NA,NA,NA,NA
Jakaba Medical Clinic,cJj1RtwV3o8,22041,utg5SKGYTGO,Jakaba,Private clinic offering out patient services and Maternal Health services,NA,NA,Situated along Mariakani -Kaloleni Highway next to Kaloleni Matatu Terminus,NONE,"[39.47784,-03.86019]",,NA,NA,NA,NA
St Luke Clinic Nakuru,D4Dbl76e4Z5,20139,QIMIjxzpGyb,St Luke Clinic Nakuru,Operational,NA,NA,Near section 58,POINT,"[36.14591,-0.32164]",,NA,NA,NA,NA
Bliss Medical Clinic,mzYIthPRk5W,,gBgXSPT0eml,Bliss Medical Clinic,Clinic,NA,NA,Private Facility,NONE,,,NA,NA,NA,NA
Simboiyon Dispensary,ACI6a4LUYnA,17988,DCV7v4zjEnm,simboiyon dispensary,,NA,NA,,POINT,"[36.24398,0.07971]",,NA,NA,NA,NA
Bliss Health Care (Kibera),rGturlpJAPs,18754,Smgomyf1mXV,Bliss Health Care (Kibera),Medical clinic,NA,NA,This facility and it's other branch in Nairobi West are yet to start reporting and also have created a wall after the NHIF issues such that they are not letting in the DHMT to supervise or even enquiries.,POINT,"[36.77395,-1.31037]",,NA,NA,NA,NA
Sgrr Medical Clinic,O8a2gcfMcNl,13181,ZWRytukDvQ7,SGRR Medical clinic,,NA,NA,,POINT,"[36.82726,-1.31425]",,NA,NA,NA,NA
Mosiro Ward,fF2CijNSPDI,,gZM3NbHaugk,Mosiro Ward,,NA,NA,,NONE,,,NA,NA,NA,NA
Border Clinic,CLH4kUT5Ua4,13512,lOqK0cwQKaH,Border Clinic,,NA,NA,,POINT,"[34.48347,-1.23508]",,NA,NA,NA,NA
Lanet Kiondoo Med Clinic,dIi0kmuclFQ,,W1Kv7kfFzub,Lanet Kiondoo Med clinic,At Kiondoo market,NA,NA,Operational,NONE,,,NA,NA,NA,NA
Discordant Couples of Kenya VCT,x4BN9ggN2JX,17663,dYniZG1Q7Tk,DIscordant Couples of K,,NA,NA,,POINT,"[36.77686,-1.31078]",,NA,NA,NA,NA
mwathene,BajbXClGTVy,,TEMzqnMqi9A,mwathene,,NA,NA,,NONE,,,NA,NA,NA,NA
New Canaan Idp Dispensary,nl2kqo2gbGi,19592,W1Kv7kfFzub,New Canaan IDP Dispensary,operational,NA,NA,Operation as from the above date and actively submitting data,POINT,"[36.15659,-0.34115]",,NA,NA,NA,NA
Lamorna Farm Clinic,tJasPV2glBc,16376,CTX9LIAvrFK,Lamorna Farm Clinic,,NA,NA,,POINT,"[36.40385,-0.80517]",,NA,NA,NA,NA
Amina Medical Clinic,pKDiUn9mvpw,19022,Z6pxPuARGdF,Amina Medical Clinic,,NA,NA,,POINT,"[39.77954,-3.89126]",,NA,NA,NA,NA
TARBAJ Ward,ua8MQfTav4q,,fmNokBURXjM,TARBAJ Ward,,NA,NA,,NONE,,,NA,NA,NA,NA
No 4 Community Health Clinic,t88a56Z4xye,10886,aiqi2bz0IMI,No.4 Community Health Cli,,NA,NA,,POINT,"[36.9855,-1.07444]",,NA,NA,NA,NA
Jamii Medical Clinic,BBtCvhoKdXf,19786,UU5SWe7Tv1P,Jamii Medical  Clinic,,NA,NA,,POINT,"[36.56478,-0.54273]",,NA,NA,NA,NA
Weru Health Centre,jLbIZHuRAYh,11183,lcpTYDEAUs9,Weru Health Centre,,NA,NA,,POINT,"[36.55449,-0.66816]",,NA,NA,NA,NA
Silibwet Health Centre,PoAHq41Wjsk,11009,xNnLSFClkz7,Silibwet Health Centre,,NA,NA,,POINT,"[36.2903,-0.03864]",,NA,NA,NA,NA
Pokot South Sub County,u2zJahNiSP5,1150,XWALbfAPa6n,Pokot South,,NA,NA,Code not correct,NONE,,,NA,NA,NA,NA
Afya Medical Clinic (Munyaka),sncIvEveeK3,17566,vH5k45ZRgZG,Afya  MC (Munyaka),,NA,NA,,POINT,"[36.62214,-0.68826]",,NA,NA,NA,NA
Chuka Cottage Hospital,ULobKkMnBuO,11972,UQd8QPTpVD0,Chuka Cottage Hospital,,NA,NA,,POINT,"[37.64737,-0.33657]",,NA,NA,NA,NA
Wa-Tonny Medical Clinic,dKtqiLvelzz,,U3N4bJZ2BL0,Wa-Tonny Medical Clinic,,NA,NA,,NONE,,,NA,NA,NA,NA
Njabini Catholic Dispensary,DbOdUfzRcBN,17560,WntjnQMsI6t,Njabini Catholic Disp,,NA,NA,,POINT,"[36.65714,-0.73065]",,NA,NA,NA,NA
Clastan Medical Service,CfTePRgQ2oJ,22924,zY1T5H8vk9z,Clastan Medical Service,Private,NA,NA,Operational,NONE,"[37.35183,-0.51686]",,NA,NA,NA,NA
Total Health Dispensary(Naivasha),QTXNP9pYsBP,22919,ZphUbBMB5yv,total Health Dispensary,Located along Naivasha Mai Mahiu Road,NA,NA,,NONE,"[30.4134414,-0.8023619]",,NA,NA,NA,NA
Drop-In-Service Centre (Sasa Centre) Naivasha,eZmSwiarCJ4,18571,quIiSx3L8OJ,Drop-in-Service Centre (Sasa Centre) Naivasha,Aphiaplus Health Project,NA,NA,Newly created HIV health Project under Aphiaplus,POINT,"[36.43254,-0.7145]",,NA,NA,NA,NA
Buyama  Community Unit,H2X6ZhQrakd,,PpgMAHSg9Oq,Buyama Community Unit,,NA,NA,,POINT,"[34.24049,0.39899]",,NA,NA,NA,NA
Bomu Medical Centre Kibera,yj9qp9TrV1j,18399,dYniZG1Q7Tk,Bomu Medical Centre,,NA,NA,"Moved this month (May 2012) from the site which is a road reserve, now at Ongata Rongai.",POINT,"[36.77767,-1.31827]",,NA,NA,NA,NA
Thome Clinic,HJsiunqOE5w,18029,ccNXklFrzuP,Thome Clinic,,NA,NA,,POINT,"[36.93475,-0.07361]",,NA,NA,NA,NA
Mosi Flower Farm Clinic,Ses85b0pygK,,aiqi2bz0IMI,Mosi flower farm clinic,,NA,NA,,NONE,,,NA,NA,NA,NA
Fairview Nursing Home,i6ekwgYjWyS,22763,okaRgHkp8W5,Fairview,,NA,NA,,NONE,,,NA,NA,NA,NA
Chepkinoyiyo Dispensary,qS9uxrYwXZR,21601,jWX4knhb96j,Chepkinoyiyo Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Tumaini Medical Centre,iXe82pbM0g6,17385,dYniZG1Q7Tk,Tumaini Medical Center,,NA,NA,,POINT,"[36.77314,-1.30878]",,NA,NA,NA,NA
Kenyatta Road Medical Centre,q0F55pyiiQO,20665,aiqi2bz0IMI,Kenyatta Road Medical Centre,Near Turracco Restaraunt,NA,NA,,POINT,"[37.00470,-1.12504]",,NA,NA,NA,NA
Marura Nursing Home -Githurai,mlMsgauETxY,18553,KoIp1GKz0UI,Marura Nursing Home - Githurai,,NA,NA,,POINT,"[36.92292,-1.20826]",,NA,NA,NA,NA
Machanga Community Health Unit,kfpSm8ry7Ib,602222,sObWsoB3enC,Machanga CHU,Community Unit,NA,NA,,POINT,"[37.65917,-0.78136]",,NA,NA,NA,NA
Mwingi West Sub County,svwbDnzhgik,1078,j8o6iO4Njsi,Mwingi West Sub County,,NA,NA,,NONE,,,NA,NA,NA,NA
Courtesy CBS,PvjpnuD21x0,17459,tZfKaFDQcdW,Courtesy CBS,,NA,NA,closed during the kyang'ombe demolitions November 2011.,NONE,,,NA,NA,NA,NA
Clinix Health Care,baeh8jdvPW8,17388,dYniZG1Q7Tk,Clinix Health Care,,NA,NA,Closed in December 2014 and moved to Starehe.,POINT,"[36.82578,-1.30688]",,NA,NA,NA,NA
Jehovah Rapha Clinic,c1D3OxuWoci,18825,PXAviuGXJGl,Jehovah Rapha clinic,private clinic,NA,NA,,POINT,"[34.4888,0.3789]",,NA,NA,NA,NA
Weonia Health Centre,jIPE3I0AL9t,15777,SvN2Xzl3FK7,Weonia  Health centre,,NA,NA,,POINT,"[34.83231,0.83884]",,NA,NA,NA,NA
UnknownNamocha Dispensary,ck6TGbRkYFg,,l7oNy9qaqWe,UnknownNamocha Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Gatei Dispensary,QSBdWpfSrPb,10210,AZOhKeOxHR7,Gatei Dispensary,,NA,NA,,POINT,"[37.15155,-0.40193]",,NA,NA,NA,NA
Eremet Dispensary,roFJGLr94Nu,12012,PwpI3UVqNMb,Eremet Dispensary,,NA,NA,,POINT,,,NA,NA,NA,NA
Liz Medical Clinic,svOVqWJaiyu,10664,aiqi2bz0IMI,Liz Medical Clinic,,NA,NA,,POINT,"[36.9855,-1.07444]",,NA,NA,NA,NA
SCMOH LAIKIPIA WEST,BlsWIgEyjMq,,pXbWrnFPpKb,SCMOH LAIKIPIA WEST,SUPERVISION REPORT,NA,NA,FACILITY CODE TO BE ISSUED,NONE,,,NA,NA,NA,NA
Msf Olympic Centre,C1g7k5vTRkn,17651,dYniZG1Q7Tk,MSF Olympic Center,,NA,NA,"This facility deals with gender violence cases only.
The facility has been integrated into Kibera South H/centre",POINT,"[36.77859,-1.31276]",,NA,NA,NA,NA
Assumption Sisters Clinic,MCdAp7DoNsL,18661,wp8DtxcZfwK,Assumption Sisters Clinic,FBO clinic,NA,NA,,NONE,,,NA,NA,NA,NA
Dr Njoroge Clinic,MS22Z8ymHYB,14419,DpYpJ6E1vRc,Dr Njoroge Clinic,,NA,NA,,POINT,"[37.07563,0.01625]",,NA,NA,NA,NA
Afya Medical Clinic (Kibingoti),aVPrkIutAPp,10012,BSHD4ORT4xu,Afya MC (Kibingoti),,NA,NA,,NONE,,,NA,NA,NA,NA
Chebu Healthcare Services LTD.,oItzTAc3IlL,22023,WsPnZQHN2CZ,MEDICAL CENTRE,BASIC PRIMARY HEALTH CARE FACILITY,NA,NA,OPERATIONAL,NONE,,,NA,NA,NA,NA
Crestwood Medical Clinic,MXJHIvxYgrD,19721,aiqi2bz0IMI,Crestwood Medical Clinic,,NA,NA,,POINT,"[36.96587,-1.14112]",,NA,NA,NA,NA
Ngangani Community Health Unit,OXY1fzmj7bo,602001,gYXWjsiBbyA,Ngangani CHU,,NA,NA,,NONE,"[38.05243,-1.48369]",,NA,NA,NA,NA
Kianjogu community unit,ZhYbXm4LpC7,,cYsHeMRPZ1M,Kianjogu CU,,NA,NA,,NONE,,,NA,NA,NA,NA
Nyaura  Dispensary,EjCjwNNgpuk,21053,IO0zXx5HVO2,Nyaura,Level 2,NA,NA,,NONE,,,NA,NA,NA,NA
KAITI DISPENSARY,IDQHWnTCQSa,22928,pXbWrnFPpKb,KAITI,DISPENSARY,NA,NA,,NONE,"[36.374363,0.2270483]",,NA,NA,NA,NA
Kamujohn Medical Clinic,d1OEeIZXLBW,18577,ca3KHxzwLQy,Kamujohn Medical Clinic,,NA,NA,,POINT,"[35.55983,0.34883]",,NA,NA,NA,NA
Mulukaka Clinic,olcikTyQVax,16416,U7mZiE3Hvys,Mulukaka clinic,,NA,NA,,POINT,"[34.4517,0.3661]",,NA,NA,NA,NA
Mana Medical Clinic,UPGSqW1sAf1,19659,O6JUPINK7vr,Mana  Medical Clinic,,NA,NA,Not reporting any data set,POINT,"[34.94941,0.90143]",,NA,NA,NA,NA
Almacy Medical Clinic,ThkruBQ6pew,16872,NYqz8G2gfEC,Almacy Medical Clinic,NEAR USENGE BEACH,NA,NA,OUT PATIENT SERVICES,POINT,"[34.06152,-0.06349]",,NA,NA,NA,NA
Eldo-Kit Medical Clinic,Lp3eEbcrL5f,14433,rPVkyP8OlZW,Eldo-Kit  Medical Clinic,,NA,NA,,POINT,"[35.04546,0.97858]",,NA,NA,NA,NA
Vostrum Clinic,rgMZxwQMoSN,18323,tZfKaFDQcdW,Vostrum Clinic,,NA,NA,,POINT,"[36.78105,-1.30775]",,NA,NA,NA,NA
Kekorisogol Dispensary,SlIFP6snSuk,,Dg2JnSl7lk7,Kekorisogol Dispensary,,NA,NA,,POINT,"[35.82691,2.56801]",,NA,NA,NA,NA
Lewa's Family Nursing Home,b0EoWJ0dmtM,20348,rJRyj2PndJ3,Lewa's Family Nursing Home,"At Mazeras along Mombasa-Nairobi highway, opposite Kilifi - Mariakani water and sewerage company",NA,NA,,POINT,"[39.54862,-3.96107]",,NA,NA,NA,NA
St Martin De Porres (Static),iedHXbya752,15651,lkMaj1oAFk0,St Martin De Porres (Stat,,NA,NA,,POINT,"[35.69617,-0.20174]",,NA,NA,NA,NA
PCEA Mau-Summit Health Centre,oIwJZQRp5Ic,17878,lkMaj1oAFk0,PCEA Mau-summit  HC,,NA,NA,,POINT,"[35.67617,-0.16677]",,NA,NA,NA,NA
Kiptagich Tegat Dispensary,x7n7C2DTRyX,14925,wKz9Uw8QczF,Kiptagich Tegat Disp,,NA,NA,,POINT,"[35.6115,-0.58058]",,NA,NA,NA,NA
Hayat Medical Clinic,li2d1is2Hhu,22117,DR0BSs3eYeC,Hayat Medical Clinic,Medical Clinic,NA,NA,,NONE,"[36.844244,1.2741395]",,NA,NA,NA,NA
Nakatongwa Dispensary,giMohYdeIbV,21314,NhFq5rXnO3r,Nakatongwa Dispensary,,NA,NA,,POINT,"[36.15962,2.331318]",,NA,NA,NA,NA
Equity Medical Clinic Embulbul,nFB9ebzwCnx,20351,xvmwT1IuPuK,Equity Medical Clinic Embulbul,Medical Clinic,NA,NA,,POINT,"[36.67308,-1.33497]",,NA,NA,NA,NA
Gatwikera (Msf Belgium) Medical Clinic,fNFnpjIy5Li,12948,dYniZG1Q7Tk,Gatwikera (MSF Belgium) M,,NA,NA,FACILITY CLOSED IN FEBRUARY 2012.,POINT,"[36.78413,-1.31422]",,NA,NA,NA,NA
Lea Toto Kibera,bYY7z5WqmB4,13048,dYniZG1Q7Tk,Lea Toto Kibera,,NA,NA,,POINT,"[36.77979,-1.31434]",,NA,NA,NA,NA
