name,uid,code,parent,shortname,description,openingdate,closedate,comment,featuretype,coordinates,url,contactperson,address,email,phonenumber
Lugaga-Wamuluma Ward,af8ohZ5YbyQ,,OOF3UX4yOt7,Lugaga-Wamuluma Ward,,,,,NONE,,,,,,
Mungoma Ward,VmCvwovgPi4,,OOF3UX4yOt7,Mungoma Ward,,,,,NONE,,,,,,
Central Maragoli Ward,W1gE3uts9Qh,,OOF3UX4yOt7,Central Maragoli Ward,,,,,NONE,,,,,,
South Maragoli Ward,hTylTMl1aid,,OOF3UX4yOt7,South Maragoli Ward,,,,,NONE,,,,,,
Central Gem Ward,LWXYw2EpuLy,,PKeFksHlJkB,Central Gem Ward,,,,,NONE,,,,,,
East Gem Ward,XM6wZZeKqhk,,PKeFksHlJkB,East Gem Ward,,,,,NONE,,,,,,
North Gem Ward,KzqDLd1CVFQ,,PKeFksHlJkB,North Gem Ward,,,,,NONE,,,,,,
South Gem Ward,F3o4X4OBHKw,,PKeFksHlJkB,South Gem Ward,,,,,NONE,,,,,,
West Gem Ward,mEZBjj4fLBT,,PKeFksHlJkB,West Gem Ward,,,,,NONE,,,,,,
Yala Township Ward,PeEcMfBchbr,,PKeFksHlJkB,Yala Township Ward,,,,,NONE,,,,,,
Kajulu Ward,xyzeTkTa8o7,,PRpKwAloU5b,Kajulu Ward,,,,,NONE,,,,,,
Kolwa Central Ward,ml7KNIMIuvz,,PRpKwAloU5b,Kolwa Central Ward,,,,,NONE,,,,,,
Kondele Ward,pOsTvaq49pN,,PRpKwAloU5b,Kondele Ward,,,,,NONE,,,,,,
Market Milimani Ward,wTeTHBlXnQj,,PRpKwAloU5b,Market Milimani Ward,,,,,NONE,,,,,,
Migosi Ward,oz6zXuKWiR9,,PRpKwAloU5b,Migosi Ward,,,,,NONE,,,,,,
Nyalenda B Ward,yz3WGD5x3v2,,PRpKwAloU5b,Nyalenda B Ward,,,,,NONE,,,,,,
Kinondo Ward,pOKIONEzUyF,,ADMywdLwoRX,Kinondo Ward,,,,,NONE,,,,,,
Mwereni Ward,PBhYjIVYdhk,,TdcYaufNV4p,Mwereni Ward,,,,,NONE,,,,,,
Ahero Ward,F1etBBfosCl,,iRK9uABUTVZ,Ahero Ward,,,,,NONE,,,,,,
West Ugenya Ward,XdZKE7HcK5B,,InECuIlzJGx,West Ugenya Ward,,,,,NONE,,,,,,
Tiwi Ward,JBSYO3skSW5,,wUNEDOnx9uB,Tiwi Ward,,,,,NONE,,,,,,
Shiru Ward,eA1LEV1uvvf,,BXaq5PxSfz2,Shiru Ward,,,,,NONE,,,,,,
Emabungo Ward,rVwUPDEkBSy,,lkYdgjRSOoE,Emabungo Ward,,,,,NONE,,,,,,
Pongwe Kikoneni Ward,oJkRlx56eac,,TdcYaufNV4p,Pongwe,,,,,NONE,,,,,,
Vanga Ward,HEKTLM0EwH0,,TdcYaufNV4p,Vanga Ward,,,,,NONE,,,,,,
East Asembo Ward,cfUqqHJA6z4,,XcRpb1xsM64,East Asembo Ward,,,,,NONE,,,,,,
Luanda Township Ward,ZD3ThdrdoTN,,lkYdgjRSOoE,Luanda Township Ward,,,,,NONE,,,,,,
Mwibona Ward,gvz1kfj99I3,,lkYdgjRSOoE,Mwibona Ward,,,,,NONE,,,,,,
Wemilabi Ward,VY0CncsctUg,,lkYdgjRSOoE,Wemilabi Ward,,,,,NONE,,,,,,
Tsimba Golini Ward,HLbG24kuSHF,,wUNEDOnx9uB,Tsimba Golini Ward,,,,,NONE,,,,,,
North Maragoli Ward,m9cV82YWKBf,,urtJSF5jcBC,North Maragoli Ward,,,,,NONE,,,,,,
Gemifa Medical Clinic,Z7Lf1n3Fcpi,22907,mEZBjj4fLBT,Gemifa,Clinic,,,,NONE,"[34.391914,0.059575]",,,,,
Olympus Medical Clinic,NAbQdHuaJFK,22906,PeEcMfBchbr,Olympus,Clinic,,,,NONE,"[34.3994,0.059575]",,,,,
Nyangoma Health Centre(Inactive ),ISneFj4pIh2,,FFfi4zTqdH2,Nyangoma Health Centre(inactive),,,,,NONE,,,,,,
Gulanze Dispesary,DyIqsHhjfaL,21948,YZvux1SW3bs,Gulanze Dispesary,,,,,NONE,,,,,,
Riziki Medical Clinic,ogucXmIs6Ww,,oJkRlx56eac,Riziki  Medical clinic,,,,,NONE,,,,,,
Almacy Medical Clinic,ThkruBQ6pew,16872,NYqz8G2gfEC,Almacy Medical Clinic,NEAR USENGE BEACH,,,OUT PATIENT SERVICES,POINT,"[34.06152,-0.06349]",,,,,
Apex Clinic,WSKYIBTle0G,,NYqz8G2gfEC,Apex Clinic,Private clinic in usenge  Division,,,CLOSED,POINT,"[34.06953,0.06131]",,,,,
Medical Clinic,kpYD2Y8VGS2,16874,uid3Vo2PCsW,dical Clinic,situated along usenge,,,only out patient services,POINT,"[34.03299,-0.03974]",,,,,
Kolenyo Dispensary,tHIuPy0T8F8,17172,o6cVZ72goEk,Kolenyo Dispensary,,,,,POINT,"[34.47192,-0.09446]",,,,,
Lolwe Dispensary,ttSQ3WmIuow,,o6cVZ72goEk,Lolwe Dispensary,,,,,POINT,"[34.53621,-0.14716]",,,,,
Holo Dispensary,wgZ2mHu3aX9,17118,Vi7hrFiryu0,Holo Dispensary,Dispensary,,,,POINT,"[35.10123,-0.16982]",,,,,
Sisters Of St Joseph Catholic Dispensary,EIAsU8lMsZJ,,HEKTLM0EwH0,Sisters Of St. Joseph,Its a Faith based Disp,,,,NONE,,,,,,
Nyandwela Medical Clinic,Q0TM4uRt6PI,20339,uid3Vo2PCsW,Nyandwela Medical Clinicc,NEAR WICHLUM BEACH MARKET,,,out patient services,POINT,"[34.21159,0.23757]",,,,,
Kombewa County Refferal Hospital,tMymqzXY5dg,13714,o6cVZ72goEk,Kombewa County Refferal Hospital,Located on the Kisumu Bondo road,,,,POINT,"[34.51792,-0.10345]",,,,,
St Clare Bolo Health Centre,LhqVXAyAmeX,14104,cSmqxMnL3hd,St Clare Bolo HC,,,,,POINT,"[34.87407,-0.34803]",,,,,
Nyaguda Health Center,NETZipsOma4,13877,CRBP2g6KqWH,Nyaguda Health Center,upgraded to serve as Health Center,,,,POINT,"[34.21883,-0.21243]",,,,,
Pongwe/Kidimu Dispensary,I1uyMohbaUS,,oJkRlx56eac,Pongwe/Kidimu,,,,Functioning. Geo codes to be taken,NONE,,,,,,
Nyabondo Rehabilitation Centre,OOAGjYKVUEn,18867,TAZBFBDq6KC,Nyabondo Rehabilitation Centre,,,,,POINT,"[34.97882,-0.38172]",,,,,
Kusa Health Centre,KPgXAJQ4rkD,13727,cSmqxMnL3hd,Kusa Health Centre,,,,,POINT,"[34.85203,-0.33545]",,,,,
St Vincents De Paul Health Centre,OaoMmCrvSNm,14128,cyChGO6tdNS,St Vincents De Paul HC,,,,,POINT,"[35.23278,-0.16969]",,,,,
Makindu Dispensary,NQrGfGGhV0g,13759,WzjCQ2bnOk7,Makindu Dispensary,,,,,POINT,"[35.12573,-0.14086]",,,,,
Ukunda Primary Health Care Dispensary,Tw84VDdMyLa,16553,iBuXrh8ESS2,Ukunda PHC,,,,,POINT,"[39.56638,-4.28637]",,,,,
Ndavaya Dispensary,CJn1auuIZAo,11701,YZvux1SW3bs,Ndavaya Dispensary,,,,,POINT,"[39.16647,-4.25708]",,,,,
Umer Dispensary,adrt3yquw88,17530,XIgwnIXyBx0,Umer dispensary,,,,,POINT,,,,,,
Omboye Afya Ubuntu Clinic,QJw6IgW4URp,,kazFsB6YZ6J,Omboye Afya Ubuntu Clinic,,,,,NONE,,,,,,
Ober Ogunga Dispensary,nwPM0BNbnnK,22081,zcpKiQgMNyb,Ober Ogunga Dispensary,near nyakonga primary school,,,,NONE,,,,,,
Boya Nursing Home,LJ30sKf3l1b,13516,F1etBBfosCl,Boya Nursing Home,Nursing Home,,,,POINT,"[34.94904,-0.16599]",,,,,
Pongwe Dispensary,a8JkP5I09iQ,22075,JBSYO3skSW5,Pongwe/Tiwi,"Comprehensive primary health care facility. Situated along Mombasa Lunga Lunga highway, 500 meters from Hillpark Hotel diversion road. It is in Simkumbe Sub Location, Tiwi Location",,,Operational,NONE,,,,,,
Chavogere Dispensary,n1vHAnCMJww,22563,cUBWuuQYISs,Chavogere Dispensary,"its located along Chavakali -kapsabet rd, about 6km from mago - Chavogere murram rd.",,,the facility is operational,NONE,,,,,,
Kisumu County Beyond Zero Mobile Clinic,iIQItxot79B,20965,pOsTvaq49pN,Kisumu County Beyond Zero Mobile Clinic,mobile clinic,,,,POINT,"[34.75321,-0.10464]",,,,,
Sifuyo Health Centre,UDjLzocKru9,14084,XdZKE7HcK5B,Sifuyo Health Centre,,,,,POINT,"[34.12707,0.15086]",,,,,
Ratta Health Centre,aTQwZSIIxPA,14040,b2DzrddWnYN,Ratta Health Centre,,,,,POINT,"[34.53948,-0.04529]",,,,,
Nyayiera Dispensary,oENfnS61NCj,20038,cfUqqHJA6z4,Nyayiera Dispensary (Rarieda),,,,,POINT,"[34.38304,0.10514]",,,,,
Mkang'ombe Dispensary,we0DUGyAhOI,11627,YZvux1SW3bs,Mkang'ombe  Dispensary,,,,,POINT,"[39.14307,-4.19721]",,,,,
Matumbi Dispensary,JUML6lzisNI,18095,vjeHNVWOsRk,Matumbi Dispensary,,,,,POINT,"[39.38053,-3.96778]",,,,,
Kabura Uhuyi Dispensary,FeUHA7ixSA6,17531,zaHyyp9lXME,Kabura Uhuyi Dispensary,,,,,POINT,"[34.13259,0.13638]",,,,,
Mageta Health Centre,gpUX2gUBsc9,13750,NYqz8G2gfEC,Mageta island Dispensary,level 3 facility  in the island usigu division,,,functional facility,POINT,"[34.0103,-0.1325]",,,,,
Pemah Nursing and Maternity Home,HL2HS3GiTCf,21810,bcaDvBIDj6b,Pemah Nursing and Maternity Home,Private facility along the Siaya Rabango Road,,,The facility is operational,NONE,,,,,,
Konya Dispensary,jwWDpfKjHfl,21533,XIgwnIXyBx0,Konya Dispensary,,,,,NONE,,,,,,
Kinango Hospital,KT34EaG36YR,11480,PrGoCfZ06gm,Kinango Hospital,,,,,POINT,,,,,,
Kikoneni Health Centre,UrRsO2NsxHZ,11472,oJkRlx56eac,Kikoneni Health Centre,,,,,POINT,"[39.3135,-4.44607]",,,,,
Mrima (Catholic) Dispensary,xmDX1o9oBG3,11651,lijbuerznbA,Mrima  Dispensary,,,,,POINT,"[39.24639,-4.49113]",,,,,
Lerds Clinic (Shimoni),mnICZPR6Iyf,,oJkRlx56eac,Lerds,Private Medical Clinic,,,Inspected and working well,NONE,,,,,,
Qatar Clinic (Shimoni),o2hO5MIaKmL,20587,oJkRlx56eac,QCC,Private Medical Clinic,,,Awaiting Approval,POINT,"[39.38056,-4.64524]",,,,,
Afya Bora clinic,q30Yo5l21vq,,HEKTLM0EwH0,ABC,Private Medical Clinic,,,Inspected awaiting approval,NONE,,,,,,
Pangani  Dispensary,cApiVLW5Yav,,PBhYjIVYdhk,Pangani,Dispensary,,,,NONE,,,,,,
Mwanguda Dispensary,AR8hK8NvYFa,,lijbuerznbA,Mwanguda Dispensary,,,,,NONE,,,,,,
Vwivwini Dispensary,A2KoM7Hca7w,,oJkRlx56eac,Vwivwini,,,,Facility currently functioning but GEO Codes not taken,NONE,,,,,,
Egago Dispensary,VsGhTdYbBD7,16449,hTylTMl1aid,Egago Dispensary,Along Gavalagi- Lusiola Mkt -Chandoro Road,,,OPERATIONAL/ Now started offering Immunization services,POINT,"[34.6735,-0.0006]",,,,,
Obwogre Dispensary,O6gZXAxAKNy,22407,quAHj7k172D,Obwogre Dispensary,,,,,NONE,"[34.213592,0.278103]",,,,,
Okana Dispensary,y7y9nTpCXFe,20666,s2NvoXiAGWj,Okana Dispensary,Dispensary,,,Operational,POINT,,,,,,
Bar Achuth Dispensary,DqwooToZ1N9,13495,XdZKE7HcK5B,Bar Achuth Dispensary,,,,,POINT,"[34.17204,0.28968]",,,,,
Koyucho Medical Clinic,idckvh4eyBq,18096,uid3Vo2PCsW,Koyucho Medical Clinic,in maranda division at nyamira junction,,,non functional,POINT,"[34.24633,0.08857]",,,,,
Vihiga Health Centre,dhpZNi2matH,16158,W1gE3uts9Qh,Vihiga Health Centre,OFF MAJENGO -KIMA ROAD NEAR VIHIGA POLICE STATION,,,,POINT,"[34.71465,0.03903]",,,,,
Mulele Dispensary,Fjb8CId2BV7,16032,VmCvwovgPi4,Mulele Dispensary,ON BUKUGA- MAGADA ROAD,,,,POINT,"[34.68658,0.04537]",,,,,
R4C Kenya Medical Services,n9DOxUYIVjx,,pOKIONEzUyF,R4C Kenya Medical Services,Clinic,,,,NONE,,,,,,
Nyango Dispensary,AqLdqbmRxuw,17646,QEGPqON6Zcj,Nyango Dispensary,,,,,POINT,"[38.9078,-4.05769]",,,,,
Lyanaginga Health Centre,QPgGjJSA4pB,15982,VmCvwovgPi4,Lyanaginga Health Centre,OFF MAHANGA-KERONGO ROARD,,,MODEL HEALTH FACILITY,POINT,"[34.65925,0.0165]",,,,,
Hema Medical Clinic,HiqYRakSm4q,17674,USg05TR1JwK,Hema Medical Clinic,,,,,POINT,"[34.73726,0.00025]",,,,,
Kinagoni Dispensary,NijIFuj8eTF,11479,wfUbX2QagwS,Kinagoni Dispensary,,,,,POINT,"[39.2324,-3.86981]",,,,,
Vigurungani Dispensary,Yb2CWS6G5vL,11880,QEGPqON6Zcj,Vigurungani Dispensary,,,,,POINT,"[39.16313,-4.04152]",,,,,
St Mathews Kandaria Dispensary,vcWB89raxir,20037,cfUqqHJA6z4,St Mathews Kandaria Dispensary (Rarieda),,,,,POINT,"[34.41533,0.1261]",,,,,
Ukunda Medical Clinic,Iup62QtD0aw,16552,iBuXrh8ESS2,Ukunda Medical Centre,,,,,POINT,"[39.56565,-4.28475]",,,,,
Jirwani Dispensary,bAU8zGySyHG,16454,hXKwpKcEej9,Jirwani Dispensary,,,,,NONE,,,,,,
Aga Khan Hospital (Kisumu),hmIgXXyNHOj,13465,wTeTHBlXnQj,Aga Khan Hospital (Kisumu,,,,,POINT,"[34.75621,-0.09937]",,,,,
Port Florence Dispensary,GDdjoRbOQSx,21522,EmooFdjzKlm,Port Florence,in bondo town near stage,,,operates day time from 8.am to,NONE,,,,,,
Manyuanda St Teresas Cfw Clinic (Rarieda),O62narL8I3g,14126,IqPuAjRYM1t,Manyuanda St Teresa CFW,,,,,POINT,"[34.276,-0.32611]",,,,,
Munoywa Dispensary,z9yLNTDPHpU,16044,QbCSvi9H3CN,Munoywa Dispensary,,,,,POINT,"[34.75106,0.09808]",,,,,
Mutiva Dispensary,skvAyyfOUNh,16460,r6KB3hMzaXh,Mutiva Dispensary,,,,,NONE,,,,,,
Hesed Clinic Masiro,XabIVCngS24,18445,XIgwnIXyBx0,Hesed Clinic Masiro,,,,,POINT,"[34.16074,0.15324]",,,,,
Pendo Medical Clinic,Z08KIZqMqp7,18496,ByAmsolBen5,Pendo Medical Clinic,private clinic,,,,POINT,"[39.56725,-4.28058]",,,,,
Sayyid Aysha Dispensary,nU0IUSP4a2b,14070,ZplKg3SMkIC,Sayyid Aysha Dispensary,,,,,POINT,"[34.75038,-0.10062]",,,,,
Home Ground Nursing Home,Km9l5PUKXWK,21176,pHKNjOmIqg4,Home Ground Nursing Home,nursing home in ugunja town along Busia Kisumu road.,,,newly opened facility,POINT,"[0.10847,34.17070]",,,,,
CFW Clinic Ugunja,vOolO8eE6M2,21175,pHKNjOmIqg4,CFW Clinic Ugunja,medical clinic in ugunja market,,,has been operating but data put under ambira,POINT,"[33.907,0.15689]",,,,,
Gazi Bay Medical Clinic,j6Rw3jybLdO,19862,pOKIONEzUyF,Gazi bay Medical Clinic,private clinic,,,,POINT,"[39.50596,-4.42556]",,,,,
Diani Health Centre,uhuTgMdpGDx,11304,ByAmsolBen5,Diani Health Centre,,,,,POINT,"[39.5677,-4.27434]",,,,,
Kisasi Dispensary,ZBFYiDTKrjf,21456,hXKwpKcEej9,Kisasi Dispensary,,,,,POINT,"[34.8367184,0.109862]",,,,,
Ng'ombeni Dispensary,OArtNCNolNl,11714,XZNJ3zaiaZH,Ng'ombeni Dispensary,,,,,POINT,"[39.6316,-4.12827]",,,,,
Samburu Medical Centre,X7Bbx0S20cF,16520,TwX1KTjb8Qp,Samburu Medical Centre,,,,,POINT,"[39.26276,-3.79466]",,,,,
House of Hope Medical Centre,Q4d8psx1iAH,18720,G2B9ridstXR,House of hope Medical Centre,Near Atoyieng'o River,,,,POINT,"[34.98087,-0.26418]",,,,,
Kemri Medical Clinic,VqROfRW9Crc,18301,Xs7PwQOVMmb,KEMRI Medical Clinic,,,,,POINT,"[34.67583,-0.0765]",,,,,
Kodiaga Prison Health Centre,Q4XkYFvskeI,13709,Xs7PwQOVMmb,Kodiaga Prison HC,,,,,POINT,"[34.70884,-0.06211]",,,,,
Kuoyo Dispensary,Ziuf2e6LMfZ,21705,It7fWcKbcZX,Kuoyo Dispensary,,,,,NONE,,,,,,
Mbaka Oromo Dispensary (Kisumu),mrAt9Y3nTvD,20199,r6rYPoyjxvR,Mbaka Oromo Dispensary (Kisumu),,,,"Situated 5 Kms from Chulaimbo Market off Kisumu Busia road, next to Mbaka Oromo Primary School.",POINT,"[34.63468,-0.01469]",,,,,
Migere Dispensary,wSCzYEjhv03,21487,FFfi4zTqdH2,Migere Dispensary,,,,,POINT,"[35.10848,-0.010732]",,,,,
Nyamarimba Sub County Hospital,jYceYXy2rBf,13899,oTl0WEQrKtX,Nyamarimba Sub County Hospital,,,,,POINT,"[34.90891,-0.37155]",,,,,
Ober Kamoth Health Centre,JVl5vd8v985,13954,hAzpUozlCyI,Ober Kamoth Health Centre,,,,,POINT,"[34.60952,-0.11518]",,,,,
Olps Clinic,a6ZP7RjG0JA,13977,ml7KNIMIuvz,OLPS Clinic,,,,,POINT,"[34.79355,-0.07817]",,,,,
Onyuongo Dispensary,OlwzlLibvzd,20209,G2B9ridstXR,Onyuongo,Dispensary,,,,POINT,,,,,,
Onyinjo Dispensary,bDWpyLyczKC,17173,BRDtIETwfeW,Onyinjo Dispensary,,,,,POINT,"[34.53725,-0.07104]",,,,,
Matuga Dispensary,eJFV4QoSfJT,11581,XZNJ3zaiaZH,Matuga Dispensary,,,,,POINT,"[39.56773,-4.1771]",,,,,
Osewre Dispensary,y1WqAJwDmmi,20069,ulkhuNyw2MH,Osewre Dispensary,,,,Situated near Reru market along Reru Akado road,POINT,"[34.44436,-0.13337]",,,,,
Pedo Dispensary,IoqOztEzEQu,18725,go41UxgIdh5,Pedo dispensary,,,,,POINT,"[34.90802,-0.33796]",,,,,
Otieno Owala Dispensary,Ln42hVA1Qpk,20024,b2DzrddWnYN,Otieno Owala Dispensary,Dispensary,,,"Near Ndiru Market, off Kombewa Maseno road",POINT,"[34.52013,-0.03547]",,,,,
Radienya Dispensary,szk9vzhrYeY,18722,TAZBFBDq6KC,Radienya dispensary,Near Radienya primary school,,,,POINT,,,,,,
Rabuor Sub County Hospital,xHpOSfsb09z,14020,s2NvoXiAGWj,Rabuor Sub County Hospital,Hospital,,,,POINT,"[34.8299,-0.15333]",,,,,
Railways Dispensary (Kisumu),uNfRv08L7NJ,14027,wTeTHBlXnQj,Railways Disp (Kisumu),,,,,POINT,"[34.74821,-0.10109]",,,,,
Ramula Dispensary,UpuCF40GAfx,20331,cnOFVqKDVEi,Ramula Dispensary,,,,,POINT,"[34.95545,-0.10579]",,,,,
Rang'ul Dispensary,iI1UYjIuEa1,21039,G2B9ridstXR,Rang'ul Dispensary,,,,,POINT,"[34.95438,-0.28168]",,,,,
SOS Children Medical Clinic (Kisumu),qk1UIwzC9zv,20386,SPH4pigpmjD,SOS Children Medical Clinic (Kisumu),,,,,POINT,"[34.73286,-0.05882]",,,,,
Shalom Medical Clinic,lr77VokwIqJ,20028,ulkhuNyw2MH,Shalom Medical Clinic,Clinic,,,Situated at Reru Market along Ngere High School road,POINT,"[34.45309,-0.11168]",,,,,
St Consolata Clinic,vLIbRGx39D3,14105,xyzeTkTa8o7,St Consolata Clinic,,,,,POINT,"[34.77912,-0.06069]",,,,,
St Jane Nursing Home,MCxYHCi7SKV,16870,cSmqxMnL3hd,St Jane Nursing Home,,,,,POINT,"[34.8456,-0.33158]",,,,,
St Mark's Lela Dispensary,bX5nd5eRa7d,14118,Xs7PwQOVMmb,St Mark's Lela Dispensary,,,,,POINT,"[34.69519,-0.07363]",,,,,
St Elizabeth Chiga Mission Hospital,tTAHvMCQVS1,14106,kQXcKGM8chb,St Elizabeth Chiga Mission Hospital,FBO,,,,POINT,"[34.84461,-0.09891]",,,,,
St Monica Mission Hospital,yFn8SX1qQbG,14120,xyzeTkTa8o7,St Monica Mission Hospital,,,,,POINT,"[34.76971,-0.0422]",,,,,
Star Maternity & Nursing Home,zkY1vTT6ZhX,14129,UqLylL8NY0G,Star Maternity & Nursing,,,,,POINT,"[34.75308,-0.12177]",,,,,
Got Osimbo Dispensary,M6pRVexaXwC,18321,WrmJKkvfjDl,Got Osimbo dispensary,,,,,POINT,"[34.33308,0.18690]",,,,,
Tamu Health Centre,PENvTx4fphA,14141,WzjCQ2bnOk7,Tamu Health Centre,,,,,POINT,"[35.20432,-0.10022]",,,,,
ICRH Drop-in Centre,NSUxqcGf8ZH,,ByAmsolBen5,ICRH Drop-in Centre,dispensary,,,,NONE,,,,,,
Kaptisi Dispensary,ev7vSNwz1Gm,16457,iphxMgFUJmE,Kaptisi Dispensary,,,,,POINT,"[34.92219,0.18418]",,,,,
Kanyadet Dispensary,WhFoPqHGsl3,22301,F3o4X4OBHKw,Kanyadet,Dispensary,,,,NONE,,,,,,
Itando Mission of Hope and Health Centre,bT0xdjSkCSV,18512,QbCSvi9H3CN,Itando Mission H/C,,,,,POINT,"[34.73476,0.09916]",,,,,
Wasundi Clinic,BtTeBT9y27E,16159,m9cV82YWKBf,Wasundi Clinic,,,,,POINT,"[34.7555,0.11969]",,,,,
Vihiga County Beyond Zero Clinic,kGIz5dr3MJA,21872,af8ohZ5YbyQ,Vihiga County Beyond Zero Clinic,Operates Under Vihiga County Referral Hospital Premises,,,Mobile Clinic,NONE,,,,,,
Hongo Ogosa Health Center,sL4A85fJAXA,13609,s2NvoXiAGWj,Hongo Ogosa Health Center,,,,,POINT,"[34.89364,-0.18603]",,,,,
Komwaga Health Center,DoH8UEMZEIE,,LCXl4ftRJYy,Komwaga Health Center,,,,,POINT,"[34.84215,-0.19410]",,,,,
Mungoma Hospital,sPu82n59r5a,21767,W1gE3uts9Qh,Mungoma Hospital,"Situated in Majengo Town in Maragoli ,Opposite Majengo Mosque",,,,NONE,,,,,,
Sumba Community Dispensary,r7hNHZYd4pj,14133,utYTK2xBC3k,Sumba Community Dispensary,,,,,POINT,"[34.09344,0.0856]",,,,,
Hamisi Sub County Referral Hospital,zwnu6Pa5gLi,15894,d7jBlFuDPt7,Hamisi SCRH,,,,,POINT,"[34.80206,0.07351]",,,,,
Sega Cottage Hospital,ael1wP6imKb,14071,quAHj7k172D,Sega Cottage Hospital,,,,,POINT,"[34.22549,0.25934]",,,,,
Enzaro Health Centre,TebstKvirIl,15879,hTylTMl1aid,Enzaro Health Centre,OFF BOYANI- KIGADAHI JUNCTION,,,,POINT,"[34.70239,0.00135]",,,,,
Kafuduni Dispensary,Lbmua1AMw7d,11448,vjeHNVWOsRk,Kafuduni Dispensary,,,,This facility require staff quarter to assist patients at night for currently there are only day services offered for staff cannot reside within the facility due to absence of the staff quarter despite having a good number of committed staff.,POINT,"[39.4982,-3.90842]",,,,,
Police Line Dispensary,jkMVLieTB3h,19869,wTeTHBlXnQj,Police Line Dispensary,facility within the Police camp,,,,POINT,"[34.76095,-0.10086]",,,,,
Jera Dispensary,JM72QVwNQhk,13634,quAHj7k172D,Jera Dispensary,,,,,POINT,"[34.26382,0.2862]",,,,,
Nyangande Health Center,gdjJjF3h8HT,13923,LCXl4ftRJYy,Nyangande Health Center,,,,,POINT,"[34.84557,-0.20814]",,,,,
Eshu Dispensary,a9OHUtkxjO8,11368,VGENlt3MTt7,Eshu Dispensary,,,,,POINT,"[39.3469,-4.41492]",,,,,
Msulwa Dispensary,nqpogjIlKtQ,11658,HLbG24kuSHF,Msulwa Dispensary,,,,,POINT,"[39.46136,-4.26404]",,,,,
Sango Rota Dispensary,taNmXyxY87R,14066,cSmqxMnL3hd,Sango Rota Dispensary,,,,,POINT,"[34.88895,-0.34422]",,,,,
Rageng'ni Dispensary,mRPHsiYtXeO,14026,c8htRsEJD2W,Rageng'ni Dispensary,,,,,POINT,"[34.38472,-0.28196]",,,,,
Nyang'oma Sub County Hospital,Fiw6j6VJOPf,13928,FFfi4zTqdH2,Nyang'oma Sub county Hospital,,,,,POINT,"[35.0441,-0.14669]",,,,,
Linda Jamii Clinic - Aram Mkt D,QN6ErRlstt7,,kazFsB6YZ6J,Linda Jamii Clinic - Aram Mkt D,Situated at Aram Market,,,,NONE,,,,,,
Ekamanji Dispensary,uco8xXZcBc8,15868,ZD3ThdrdoTN,Ekamanji Dispensary,,,,,POINT,"[34.60300,0.04709]",,,,,
Marie Stopes Clinic (Vihiga),sqDl24SJtey,16002,QbCSvi9H3CN,Marie Stopes Clinic (Vihi,,,,,POINT,"[34.7286,0.09242]",,,,,
Aqswaa Medical Clinic,XCN6sqSgD3b,21168,pOKIONEzUyF,Aqswaa Medical Clinic,New Facility,,,A long Msa-Lungalunga Rd,POINT,"[39.47367,-4.38673]",,,,,
Muhoroni Sugar Company (Musco) Dispensary,VAElHey4wcD,13832,cyChGO6tdNS,Muhoroni Sugar C (MUSCO),,,,,POINT,"[35.18489,-0.15182]",,,,,
Avenue Health Care Clinic,Sho54BLkF2o,13490,wTeTHBlXnQj,Avenue Health Care Clinic,,,,,POINT,"[34.75323,-0.10463]",,,,,
Kadhiambo Dispensary,sNgkYgtxSkV,21657,LCXl4ftRJYy,Kadhiambo Dispensary,Dispensary,,,,POINT,"[34.84214999,-0.19410001]",,,,,
Tuungane Youth Transition Centre,j4ykbP2YFIw,17166,wTeTHBlXnQj,Tuungane Youth Transition,,,,,POINT,"[34.76629,-0.08976]",,,,,
Ting'wangi Health Centre,kuzvgtX2kyS,14148,hMo6PZnvQqb,Ting'wangi Health Centre,,,,,POINT,"[34.28293,0.02448]",,,,,
Arito Langi Dispensary,kOFBpSMhe9h,13484,ulkhuNyw2MH,Arito Langi Dispensary,,,,,POINT,"[34.44948,-0.09448]",,,,,
Riyadh Medical Clinic,mM8uyfLMKX4,18259,AxesNVgsvhq,RIYADH MEDICAL CLINIC,,,,,POINT,"[34.18606,0.21003]",,,,,
Got Regea Dispensary,dDUH3HhyOUc,17520,KzqDLd1CVFQ,Got Regea Dispensary,,,,,POINT,"[34.46679,0.13769]",,,,,
Anyuongi Dispensary,Tkgo1tPTOv2,13482,CRBP2g6KqWH,Anyuongi Dispensary,level 2 gok facility,,,facility buildings dilapidated,POINT,"[34.27613,-0.17618]",,,,,
Zigira (Community) Dispensary,W92Uk8blz6U,17892,pOKIONEzUyF,Zigira (Community) Dispen,,,,,POINT,"[39.49005,-4.36865]",,,,,
Masogo Dispensary (Gem),w8NTKsoCH8b,17518,LWXYw2EpuLy,Masogo Dispensary(Gem),,,,,POINT,"[34.45428,0.0844]",,,,,
Nyadhi Dispensary,nKDcsLqOt81,17535,fpnhZCEZEGQ,Nyadhi Dispensary,,,,,POINT,"[34.18002,0.08238]",,,,,
Ong'ielo Model Health Centre,RW8fKrzu1Ka,13987,cfUqqHJA6z4,Ong'ielo  Model Health Centre,,,,,POINT,"[34.37778,-0.16875]",,,,,
Mur Malanga Dispensary,Tf9HS4ZXH3Z,17523,hMo6PZnvQqb,Mur Malanga Disansary,,,,,POINT,"[34.25229,-0.00248]",,,,,
