name,uid,code,parent,shortname,description,openingdate,closedate,comment,featuretype,coordinates,url,contactperson,address,email,phonenumber
Nyodima Dispensary,VF10TQ1kGlZ,21514,uid3Vo2PCsW,Nyodima Dispensary,Along Bondo- Usenge route .The facility is 6 km from the main Koyucho junction.,NA,NA,"operate as a dispensary.
still await for supply of drugs",POINT,"[0.07143,34.1415]",,NA,NA,NA,NA
Junction Clinic,obWHqqIIMCn,17729,EmooFdjzKlm,Junction,clinic within bondo town,NA,NA,operates only outpatient services,NONE,,,NA,NA,NA,NA
Matangwe Community Health Centre,Ox532fak7j5,13787,CRBP2g6KqWH,Matangwe Community HC,NGO based hospital in maranda division,NA,NA,functional,POINT,"[34.28988,-0.15378]",,NA,NA,NA,NA
Sunshine Medical Clinic (Kwale),UPKEpcymsJW,17827,dQkHuP0kVjq,Sunshine Medical Clinic (Kwale),,NA,NA,,POINT,"[39.41546,-4.366]",,NA,NA,NA,NA
Mago Care Health Centre,sgK5aw8tN1y,21115,hXKwpKcEej9,Mago Care Health Centre,Situated along Chavakali Kaimosi road adjacent to Mago polytechnic,NA,NA,,POINT,"[34.78924,0.132400]",,NA,NA,NA,NA
Tawakal Medical Clinic (Msambweni),kUIPe1n1oNS,16551,VGENlt3MTt7,Tawakal Clinic,,NA,NA,,POINT,"[39.40521,-4.52363]",,NA,NA,NA,NA
Mwangea Dispensary,WN8nDdz71ml,22677,TwX1KTjb8Qp,Mwangea Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Shirazi Dispensary,r5b82A5eqiv,,VGENlt3MTt7,Shirazi Dispensary,Dispensary,NA,NA,,NONE,,,NA,NA,NA,NA
Gazi Dispensary,L7IMaRobAY4,,pOKIONEzUyF,Gazi Dispensary,Dispensary,NA,NA,Operational,NONE,,,NA,NA,NA,NA
Mivumoni Catholic,IBO76lif4Fr,11624,VGENlt3MTt7,Mivumoni Catholic,,NA,NA,,POINT,"[39.39711,-4.42514]",,NA,NA,NA,NA
Mwachande Medical Services,Oe63qCH9JOH,,VGENlt3MTt7,Mwachande Medical Services,Dispensary,NA,NA,operational,NONE,,,NA,NA,NA,NA
St Jones &Ring Road Health Clinic,BeyRouwSiVk,16882,yz3WGD5x3v2,St Jones &Ring Road HC,,NA,NA,,POINT,"[34.75811,-0.12409]",,NA,NA,NA,NA
Jebrok Dispensary,RAR34ZrlocN,22653,pyG6e1Uq18m,Jebrok Dispensary,Gambogi-Banja road off Baja road,NA,NA,Offering OPD services,NONE,"[34.7634222,0.0183648]",,NA,NA,NA,NA
Gedmed Medical centre and Nursing home,wwqFmV60qZg,21972,bcaDvBIDj6b,Gedmed medical centre and Nursing home,private medical centre and nursing home,NA,NA,,NONE,,,NA,NA,NA,NA
Bar Ndege Dispensary,bhfD7RGs2gk,16784,XIgwnIXyBx0,Bar Ndege Dispensary,,NA,NA,,POINT,"[34.34579,-0.29962]",,NA,NA,NA,NA
Bofu Dispensary,pUx9e19epql,11253,aom47Uzq1RZ,Bofu Dispensary,,NA,NA,"Facility is now working almost throughout for another staff was posted to this facility  since January 2014, hence facility fully operational .",POINT,"[39.43351,-3.98008]",,NA,NA,NA,NA
St Raphael Dispensary,QwwfA6dvS2J,,pHKNjOmIqg4,St Raphael,Situated in Ugunja ward,NA,NA,Offers OPD services,NONE,,,NA,NA,NA,NA
Matibabu Ugunja Clinic,v2JpxavVUe6,,pHKNjOmIqg4,Matibabu,Health centre,NA,NA,"Offers curative OPD, Pharmacy and Opthomology services and x ray",NONE,,,NA,NA,NA,NA
Uloma Dispensary,dNgg6md2JdN,,WrmJKkvfjDl,Uloma,situated along Ugunja Musanda road approximately 15 kms from Ugunja town,NA,NA,,NONE,,,NA,NA,NA,NA
Emuhaya Sub County Referral Hospital,arDVLu1shRK,15876,rVwUPDEkBSy,Emuhaya SCRH,,NA,NA,,POINT,"[34.63297,0.11259]",,NA,NA,NA,NA
Maliera SDA Dispensary,qqhDXan6YY4,,KzqDLd1CVFQ,Maliera SDA Dispensary,,NA,NA,,POINT,"[34.45287,0.11052]",,NA,NA,NA,NA
Gongo Health Centre,AzOEyXz9Alb,17516,LWXYw2EpuLy,Gongo Health Centre,,NA,NA,,POINT,"[34.47773,0.05877]",,NA,NA,NA,NA
Chitsanze Dispensary,xIygblk3gKy,22497,HLbG24kuSHF,Chitsanze Dispensary,,NA,NA,,NONE,"[39.46042,4.14086]",,NA,NA,NA,NA
Silaloni Dispensary,Q0oTmpiCXFG,11794,TwX1KTjb8Qp,Silaloni Dispensary,,NA,NA,,POINT,"[39.2822,-3.62041]",,NA,NA,NA,NA
Majimoto Dispensary,ksNfsN3CiNc,11543,lijbuerznbA,Majimoto Dispensary,,NA,NA,,POINT,"[39.2944,-4.40447]",,NA,NA,NA,NA
Gandini,cYrHrtCUWDR,21256,PrGoCfZ06gm,Gandini,,NA,NA,,NONE,,,NA,NA,NA,NA
Mtaa Dispensary,Mi57MBhhiet,11662,aom47Uzq1RZ,Mtaa Dispensary,,NA,NA,,POINT,"[39.3411,-4.00308]",,NA,NA,NA,NA
Esirulo Imani Medical Clinic,rTT3LA86TCd,15886,rF4SKTlT0XH,Esirulo Imani Medical Cli,,NA,NA,,POINT,"[34.6144,0.11621]",,NA,NA,NA,NA
Geva Medical Clinic,M2i3nLQV5lC,18969,ml7KNIMIuvz,Geva Medical Clinic,,NA,NA,,POINT,"[34.78692,-0.11636]",,NA,NA,NA,NA
Tigoi Health Centre,x8dwth6BYiK,16151,USg05TR1JwK,Tigoi Health Centre,,NA,NA,,POINT,"[34.72554,0.00591]",,NA,NA,NA,NA
Umbrella Health Clinic,wK3GyOKOaEm,,s2NvoXiAGWj,Umbrella Health Clinic,Newly opened school community facility,NA,NA,,NONE,,,NA,NA,NA,NA
Uthanya Dispensary,r0mgms7gl7H,22498,F3o4X4OBHKw,Uthanya,Dispensary,NA,NA,Functional,NONE,,,NA,NA,NA,NA
VINYUNDUNI DISPENSARY,Fe3ZlCt7bvZ,21696,wfUbX2QagwS,VINYUNDUNI DISPENSARY,"The facility is located along kinango samburu road .on the left side of malomani market on your way to samburu.it is makamini location,vinyunduni sublocation",NA,NA,,NONE,,,NA,NA,NA,NA
Olengo Dispensary,qoxnQwymhNP,22499,LWXYw2EpuLy,Olengo,Dispensary,NA,NA,Operational,NONE,,,NA,NA,NA,NA
Lake Kanyaboli Community Dispensary,qzRX4UHiZub,22543,fpnhZCEZEGQ,Lake Kanyaboli Community Dispensary,community dispensary near lake kanyaboli,NA,NA,,NONE,"[0.047750,34.192027]",,NA,NA,NA,NA
Impact Research-Tuungane (Nyando),wYzsobXtVqC,18456,F1etBBfosCl,Impact Research-Tuungane,Medical clinic,NA,NA,,POINT,"[34.92714,-0.17373]",,NA,NA,NA,NA
Mazola Dispensary,z2V9BrTObHC,22300,QEGPqON6Zcj,Mazola Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Munje  Dispensary,CG0ZP7EFHsm,,VGENlt3MTt7,Munje Dispensary,Dispensary,NA,NA,,NONE,,,NA,NA,NA,NA
Lwenya Dispensary,rMQErGALQrA,22650,RaGcUBct8yg,Lwenya Dispensary,"its off Mago -kapsabet road, Mago - Bumuyange murrum road",NA,NA,Offering outpatient services,NONE,"[34.790211,0.1205211]",,NA,NA,NA,NA
Coptic Nursing Home,oic5beVUm72,15862,rVwUPDEkBSy,Coptic Nursing and MH,,NA,NA,,POINT,,,NA,NA,NA,NA
Emusenjeli Dispensary,UgJPzSFxXX4,15878,VY0CncsctUg,Emusenjeli Dispensary,,NA,NA,,POINT,"[34.64638,0.0406]",,NA,NA,NA,NA
Luanda MCH/FP Clinic,Q6GCdk6o0Zf,15962,ZD3ThdrdoTN,Luanda MCH/FP Clinic,,NA,NA,,POINT,"[34.58494,0.02562]",,NA,NA,NA,NA
Mavirivirini Dispensary,LBMVkiN6Sgm,21834,vjeHNVWOsRk,Mavirivirin,Its located off mwanda kafunduni road next to mavirivirini polytechnic,NA,NA,It offers dispensary and clinic out patient only,NONE,,,NA,NA,NA,NA
Gidagadi Dispensary,e8uY6XA82Dq,22611,d7jBlFuDPt7,Gidagadi Dispensary,Majengo-Hamisi road off Gisamba-Buyangu road,NA,NA,Offering OPD services,NONE,"[34.777105,0.052053]",,NA,NA,NA,NA
Gambogi medical clinic,JvU4tcUsPOV,22666,pyG6e1Uq18m,Gambogi medical clinic,Kisumu-Kakamega road next to Gamalenga primary school,NA,NA,OPD services,NONE,"[34.7413603,-0.0054169]",,NA,NA,NA,NA
Cheptul CFC Community Health Centre,TV2Eow2q1EM,22665,iphxMgFUJmE,Cheptul CFC Community Health Centre,Kapsabet-Chavakali road next to Kaimosi high school,NA,NA,OPD services,NONE,"[34.8577347,0.1281875]",,NA,NA,NA,NA
Guru Nanak Dispensary,iNFmUPNw6nI,13596,wTeTHBlXnQj,Guru Nanak Dispensary,,NA,NA,,POINT,"[34.75253,-0.10073]",,NA,NA,NA,NA
Jalaram Nursing Home,VINAriLkHL5,13632,wTeTHBlXnQj,Jalaram Nursing Home,,NA,NA,,POINT,"[34.76432,-0.09485]",,NA,NA,NA,NA
Melkasons Clinic,gH2xbv4PEuL,18290,o6cVZ72goEk,Melkasons Clinic,,NA,NA,"Facility offers curative, preventive and promotive services",POINT,"[34.52487,-0.10864]",,NA,NA,NA,NA
Perani Private Clinic,zqNKCbQy3AJ,17928,HEKTLM0EwH0,Perani Medical Clinic,,NA,NA,,POINT,"[39.18909,-4.51809]",,NA,NA,NA,NA
Buyangu Health Centre,Nn4W2J9Csim,15839,USg05TR1JwK,Buyangu Health Centre,,NA,NA,,POINT,"[34.74595,0.03923]",,NA,NA,NA,NA
Sagam Community Hospital,cPU7gAlPGs7,14064,XM6wZZeKqhk,Sagam Community Hospital,,NA,NA,,POINT,"[34.54176,0.05607]",,NA,NA,NA,NA
Siala Kaduol,X6eQyywhuHF,18426,F3o4X4OBHKw,Siala Kaduol,,NA,NA,,POINT,"[34.46104,0.0122]",,NA,NA,NA,NA
Ahero County Hospital,iPKeTl8lSAZ,13468,F1etBBfosCl,Ahero County Hospital,County hospital,NA,NA,,POINT,"[34.92367,-0.17321]",,NA,NA,NA,NA
Mamboleo Medical Clinic,PkiAhkL8d2m,18417,xyzeTkTa8o7,Mamboleo Medical Clinic,,NA,NA,,POINT,"[34.78539,-0.05816]",,NA,NA,NA,NA
Pand Pieri Community Health Centre,iBuAKaM0WO2,14012,yz3WGD5x3v2,Pand Pieri Community HC,,NA,NA,,POINT,"[34.75698,-0.11627]",,NA,NA,NA,NA
Pendo Medical Clinic (Kinango),vL9tTbgr30f,16519,PrGoCfZ06gm,Pendo MC (Kinango),,NA,NA,,POINT,"[39.31505,-4.13672]",,NA,NA,NA,NA
Tiwi RHTC,gEvZgtrunJY,11853,JBSYO3skSW5,Tiwi RHTC,,NA,NA,,POINT,"[39.5869,-4.24935]",,NA,NA,NA,NA
Chigato Dispensary,loVZFUBEzjo,218833,aom47Uzq1RZ,Chigato,Its located along mazeras kinango road on the left side of mwache primary,NA,NA,It offers primary health services that is (TYPE) adispensary and clinic out patient only,NONE,,,NA,NA,NA,NA
Masaba Hospital Kisumu,sSoQItUt4xV,18414,r6rYPoyjxvR,Masaba Hospital Kisumu,,NA,NA,"Situated along Kisumu Busia Road next to Chulaimbo Secondary School and Chulaimbo Sub District Hospital, approximately 26 kms from the district offices",POINT,"[34.62876,-0.03925]",,NA,NA,NA,NA
Ahero Medical Centre,TYKsuf1A6HB,18291,Vi7hrFiryu0,Ahero Medical Centre,Medical clinic,NA,NA,,POINT,"[34.92412,-0.17296]",,NA,NA,NA,NA
Wanganga Health Centre,htS3CRkD3WD,18283,Vi7hrFiryu0,Wanganga Health Centre,Health Centre,NA,NA,,POINT,"[35.07329,-0.19317]",,NA,NA,NA,NA
Oren Health Centre,IgabCFGuay6,18800,Vi7hrFiryu0,Oren Health Centre,Health Centre,NA,NA,,POINT,"[35.07167,-0.18689]",,NA,NA,NA,NA
Katolo-Manyatta Dispensary,CZEFya4R7Q9,18421,ONutw6s6W4y,Katolo-Manyatta Dispensary,,NA,NA,,POINT,"[34.96644,-0.22764]",,NA,NA,NA,NA
Kinasia Dispensary,aSPafr5E6SG,13694,ONutw6s6W4y,Kinasia Dispensary,Dispensay,NA,NA,,POINT,"[35.02019,-0.24871]",,NA,NA,NA,NA
Olasi Dispensary (Nyando),gYDBnsFssH6,13976,ONutw6s6W4y,Olasi Dispensary  (Nyando,Dispensary,NA,NA,,POINT,"[35.04453,-0.26736]",,NA,NA,NA,NA
Kanyagwal Dispensary,OhVOBYmtprM,13654,LCXl4ftRJYy,Kanyagwal Dispensary,,NA,NA,,POINT,"[34.8797,-0.23887]",,NA,NA,NA,NA
Awasi Mission Health Center,ISsRMwepdm7,13491,Vi7hrFiryu0,Awasi Mission Health Center,Health center,NA,NA,,POINT,"[35.07395,-0.16043]",,NA,NA,NA,NA
Nyahera Sub District Hospital,jO55LWzNxCv,13880,SPH4pigpmjD,Nyahera Sub District Hosp,,NA,NA,,POINT,"[34.71281,-0.03495]",,NA,NA,NA,NA
Nyang'ori Health Centre,hE3sC35yZLP,16082,pyG6e1Uq18m,Nyang'ori Health Centre,,NA,NA,,POINT,"[34.78,0.02]",,NA,NA,NA,NA
Jamii Medical Clinic Vihiga,NuLGQT2gYbZ,18926,W1gE3uts9Qh,Jamii medical clinic vihiga,off majengo-Luanda Road,NA,NA,,POINT,"[34.72,0.0455]",,NA,NA,NA,NA
Oriang Kanyadwera Dispensary,IDjYKFT9aaF,18422,b2DzrddWnYN,Oriang Kanyadwera Disp,,NA,NA,Facility still offering basic preventive and curative services,POINT,"[34.45264,-0.07289]",,NA,NA,NA,NA
Likindu Health Centre,GwLVDDMCfyU,15960,pyG6e1Uq18m,Likindu Health Centre,,NA,NA,,POINT,"[34.6594,0.01703]",,NA,NA,NA,NA
TUMAINI DISC-SIAYA,fMVB01WfR0G,22173,bcaDvBIDj6b,TUMAINI DISC-SIAYA,A FACILITY FOR IMPACT RESEARCH AND DEVELOPMENT DEALING WITH KEY POPULATION,NA,NA,,NONE,,,NA,NA,NA,NA
Kadinda Health Centre,My0xFBJaM5c,16283,F1etBBfosCl,Kadinda Health Centre,Health Centre,NA,NA,,POINT,"[34.89063,-0.24004]",,NA,NA,NA,NA
Kaptech Dispensary,hqiyXj3Cfxz,16456,tDKdg7EyyCj,Kaptech Dispensary,,NA,NA,,POINT,"[34.82459,0.16416]",,NA,NA,NA,NA
Nguge Dispensary,nmjT5bW3zK4,17526,mEZBjj4fLBT,Nguge Dispensary,,NA,NA,,POINT,"[34.42391,0.00187]",,NA,NA,NA,NA
Lwako Ubuntu Afya Clinic,Zl9A7hw4f73,21303,kazFsB6YZ6J,Lwako Ubuntu Afya Clinic,,NA,NA,,NONE,,,NA,NA,NA,NA
Ruma Ubuntu Afya Clinic,nBrB7lHikD9,,IqPuAjRYM1t,Ruma Ubuntu Afya Clinic,"Ndori - Lwanda Kotieno road, 2 kms from Aram mkt, facility situated in Ruma Women Group Development Centre",NA,NA,,NONE,,,NA,NA,NA,NA
Kowino Dispensary,DNnvCXUMH4v,13722,roJc7UkCD2l,Kowino Dispensary,,NA,NA,,POINT,"[34.76895,-0.11414]",,NA,NA,NA,NA
Makamini Dispensary,gfk5MBvovOM,11545,wfUbX2QagwS,Makamini Dispensary,,NA,NA,,POINT,"[39.2454,-3.98457]",,NA,NA,NA,NA
K-Met Corkran Medical Clinic,lFZ0yIDgUyJ,17554,ZplKg3SMkIC,K-MET Corkran Medical Clinic,,NA,NA,,POINT,"[34.76724,-0.08296]",,NA,NA,NA,NA
Linda Jamii Clinic - Aram Mkt,TCfLCyeAYuB,,kazFsB6YZ6J,Linda Jamii Clinic - Aram Mkt,Situated at Aram Market,NA,NA,,NONE,,,NA,NA,NA,NA
Milenye Dispensary,MDtpxJARA3o,,FFfi4zTqdH2,Milenye Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Kiboswa Medical Clinic,Eq8AThGo0jl,22807,pyG6e1Uq18m,Kiboswa Medical Clinic,Kisumu/Kiboswa road,NA,NA,,POINT,,,NA,NA,NA,NA
Rera Health Centre,p6Sle8EB5TO,14042,F3o4X4OBHKw,Rera Health Centre,,NA,NA,,POINT,"[34.448,-0.00521]",,NA,NA,NA,NA
Queenteric Kapiyo Community Nursing Home,bxRvXsnUCmB,,uid3Vo2PCsW,Queenteric Kapiyo Community Nursing Home,near Nyandusi Primary School in Maranda Division,NA,NA,not functional in out patient and inpatient services.,NONE,,,NA,NA,NA,NA
Rwambwa Health Centre,bXn7IY2ZYMz,14063,utYTK2xBC3k,Rwambwa Health Centre,,NA,NA,,POINT,"[34.09324,0.11455]",,NA,NA,NA,NA
Esiarambatsi Health Centre,fs0p5MurBkl,15885,rF4SKTlT0XH,Esiarambatsi HC,,NA,NA,,POINT,"[34.60738,0.08084]",,NA,NA,NA,NA
Givole Dispensary,xMHtgmoaubR,17182,USg05TR1JwK,Givole Dispensary,,NA,NA,,POINT,"[34.80199,0.073]",,NA,NA,NA,NA
Jumuia Friends Hospital Kaimosi,y0kyyERURWh,15913,iphxMgFUJmE,Jumuia Friends Hospital Kaimosi,,NA,NA,,POINT,"[34.84834,0.13183]",,NA,NA,NA,NA
Shiru Health Centre,HBsqa81tb5L,16117,iphxMgFUJmE,Shiru Health Centre,,NA,NA,,POINT,"[34.91163,0.16167]",,NA,NA,NA,NA
Mbeka Dispensary,slWwIzETE49,21517,JVz0J1MJJ0V,mbeka,new facility operates outpatient services,NA,NA,near Kopolo market in Nyangoma Division,NONE,,,NA,NA,NA,NA
Sabatia Eye Hospital Mission,V2RIOHHsYjQ,16097,RaGcUBct8yg,Sabatia Eye Hospital Miss,,NA,NA,,POINT,"[34.7902,0.12052]",,NA,NA,NA,NA
Chavogere Mission,DL2NcqH6Dxv,15847,cUBWuuQYISs,Chavogere Mission,,NA,NA,,POINT,"[34.8105,0.15104]",,NA,NA,NA,NA
Cornerstone Medical Clinic,N52wAZEu66i,11292,HLbG24kuSHF,Cornerstone MC,,NA,NA,,POINT,"[39.45421,-4.17441]",,NA,NA,NA,NA
Magaoni Health Centre,roHvB9P8Of1,20453,pOKIONEzUyF,Magaoni Health Centre,Health Centre,NA,NA,,NONE,,,NA,NA,NA,NA
Royal Run Medical Clinic,lwITlY4Rd2j,18572,HLbG24kuSHF,Royal Run Medical Clinic,,NA,NA,,POINT,"[39.45031,-4.17602]",,NA,NA,NA,NA
Santa Maria Kw Medical Clinic,VySsZ7Dkf9U,,dQkHuP0kVjq,Santa Maria Med Clinic,,NA,NA,,POINT,"[39.415515,-4.36521]",,NA,NA,NA,NA
Segere Dispensary,EwpG2Q4y05m,16790,fpnhZCEZEGQ,Segere Dispensary,,NA,NA,,POINT,"[34.24462,0.11233]",,NA,NA,NA,NA
Mazumalume Dispensary,RMxrov0mRw3,11587,HLbG24kuSHF,Mazumalume Disp,,NA,NA,,POINT,"[39.48973,-4.24513]",,NA,NA,NA,NA
Afyatele Center,YtNck7qPEsv,21519,NYqz8G2gfEC,ATC,"OUTPATIENT MEDICAL CENTER OPERATING FROM 8.AM -5.00PM .THE FACILITY IS WITHIN TOWN CENTER, NEXT TO EASY COACH BOOKING OFFICE",NA,NA,"SERVICES INCLUDES CONSULTATION,LABORATORY, PHARMACY ,MOTHER TO CHILD CLINIC AND FAMILY PLANNING.",NONE,"[34.08258,0.067889]",,NA,NA,NA,NA
Musunguti Dispensary,rKD6LwS0LRX,21422,VmCvwovgPi4,Musunguti Dispensary,"Next to Mususnguti Primary School,Off Kerongo Road",NA,NA,,POINT,"[0.00257,34.63543]",,NA,NA,NA,NA
Teens Watch,GQH7f8V4V24,,iBuXrh8ESS2,Teens Watch,Stand Alone,NA,NA,,NONE,,,NA,NA,NA,NA
Ruma Youth Friendly VCT (Rarieda),ImPheKqePAl,18416,IqPuAjRYM1t,Ruma Youth Friendly VCT,,NA,NA,,POINT,"[34.33526,-0.22119]",,NA,NA,NA,NA
Ambira Sub-District Hospital,QRZj3gcahYE,13476,pHKNjOmIqg4,Ambira,,NA,NA,,POINT,"[34.27269,0.17689]",,NA,NA,NA,NA
Mwachande Medical Clinic,YmlXTZlZ7j0,16548,VGENlt3MTt7,Mwachande Medical Clinic,,NA,NA,,POINT,"[39.3779,-4.46228]",,NA,NA,NA,NA
Wespram Medical centre,UKWQePSMSVL,22078,bcaDvBIDj6b,Wespram Medical centre,private medical clinic,NA,NA,,NONE,,,NA,NA,NA,NA
Sondu Health Centre,Gk01HeIfjsg,14096,TAZBFBDq6KC,Sondu Health Centre,,NA,NA,,POINT,,,NA,NA,NA,NA
Nyabondo Mission Hospital,T4fYNeKF5gb,13864,TAZBFBDq6KC,Nyabondo Mission Hospital,,NA,NA,,POINT,"[34.97848,-0.38168]",,NA,NA,NA,NA
Star of Good Hope Medical Clinic,OjZbKpyClzL,11830,JBSYO3skSW5,Star Of Good Hope MC,,NA,NA,,POINT,"[39.57503,-4.24133]",,NA,NA,NA,NA
Gari Dispensary,FG0txxsfiCw,18866,oTl0WEQrKtX,Gari dispensary,,NA,NA,,POINT,"[34.91391,-0.38029]",,NA,NA,NA,NA
Sigoti Health Centre,eH1iSu1tL6t,14086,TAZBFBDq6KC,Sigoti Health Centre,,NA,NA,,POINT,"[34.97091,-0.34667]",,NA,NA,NA,NA
Naya Health Centre,NxtPmGX4kQD,13837,VlWsveTXbi3,Naya Health Centre,,NA,NA,,POINT,"[34.3121,-0.36255]",,NA,NA,NA,NA
Ng'Iya Health Centre,wY8b3t2QsEL,13852,hMo6PZnvQqb,Ng'iya Health Centre,,NA,NA,,POINT,"[34.37273,-0.04497]",,NA,NA,NA,NA
Kandaria Medical Centre,H2j5rA0udFS,18721,G2B9ridstXR,Kandaria Medical centre,Near Akando primary school,NA,NA,,POINT,"[34.97995,-0.33737]",,NA,NA,NA,NA
Kengen Clinic,sghIxCBxm9L,13669,cSmqxMnL3hd,Kengen Clinic,,NA,NA,,POINT,"[34.8521,-0.33435]",,NA,NA,NA,NA
Urenga Health Centre,mGga9qtmJEk,14159,XIgwnIXyBx0,Urenga Health Centre,,NA,NA,,POINT,"[34.4397,0.0161]",,NA,NA,NA,NA
Misori Dispensary,ttjlT9tfGCj,13815,IqPuAjRYM1t,Misori Dispensary,,NA,NA,,POINT,"[34.278,-0.31856]",,NA,NA,NA,NA
Nyakach County Hospital,ffLvCT7DuPc,13921,go41UxgIdh5,Nyakach County Hospital,,NA,NA,,POINT,"[34.93741,-0.31293]",,NA,NA,NA,NA
Anza Mapema Clinic,zTjUwJx8Mw0,21220,ZplKg3SMkIC,Anza Mapema Clinic,HTS Clinic,NA,NA,,NONE,,,NA,NA,NA,NA
Kunya Dispensary,tgRwAp3Oey9,13725,c8htRsEJD2W,Kunya Dispensary,,NA,NA,,POINT,"[34.39937,-0.28581]",,NA,NA,NA,NA
Manyuanda Health Centre (Rarieda),EZCHSlG09NE,13771,IqPuAjRYM1t,Manyuanda HC (Rarieda),,NA,NA,,POINT,"[34.27609,-0.25252]",,NA,NA,NA,NA
Magodzoni Dispensary,OQaFzTxqOby,11537,JBSYO3skSW5,Magodzoni Dispensary,,NA,NA,,POINT,"[39.5569,-4.21216]",,NA,NA,NA,NA
Msambweni County Refferal Hospital,nUFNIok7EwF,11655,VGENlt3MTt7,Msambweni County Refferal Hospital,,NA,NA,,POINT,"[39.4708,-4.48007]",,NA,NA,NA,NA
Tuungane Dice,RZWK03w2lGf,18109,EmooFdjzKlm,tuungane dice impact,In maranda Division  bondo town centre,NA,NA,specifically for Testing and ART provision,POINT,"[34.27655,0.09979]",,NA,NA,NA,NA
Shimba Hills Health Centre,erZvaDeCoQ3,11787,dQkHuP0kVjq,Shimba Hills HC,,NA,NA,,POINT,"[39.4179,-4.35774]",,NA,NA,NA,NA
Masala Dispensary,ltcUO2beWif,13780,IqPuAjRYM1t,Masala Dispensary,,NA,NA,,POINT,"[34.29273,-0.20811]",,NA,NA,NA,NA
Nyakongo Dispensary,J3865NY4ur6,13884,ONutw6s6W4y,Nyakongo Dispensary,Dispensary,NA,NA,,POINT,"[35.01355,-0.20083]",,NA,NA,NA,NA
Koru Mission Health Centre,UnUk7uMZeBz,13719,cyChGO6tdNS,Koru Mis Health Centre,,NA,NA,,POINT,"[35.27415,-0.18582]",,NA,NA,NA,NA
Dago Jonyo Dispensary,IDDFhT4VRj1,20377,o6cVZ72goEk,Dago Jonyo Dispensary,Dispensary,NA,NA,Aproximately 4kms from Bodi market,POINT,"[34.50411,-0.18251]",,NA,NA,NA,NA
St Joseph's Obaga Dispensary,yr1OdefeL3S,14111,kazFsB6YZ6J,St Joseph's Obaga Disp,,NA,NA,,POINT,"[34.32469,-0.20671]",,NA,NA,NA,NA
Mama Plister Blair Health Centre,ZSjZcx0lxrz,17121,cnOFVqKDVEi,Mama Plister Blair Health,,NA,NA,,POINT,"[34.96551,-0.12894]",,NA,NA,NA,NA
Chemelil Sugar Health Centre,PeEVPAKDbaC,13522,WzjCQ2bnOk7,Chemelil Sug Health Cent,,NA,NA,,POINT,"[35.18239,-0.15153]",,NA,NA,NA,NA
Rachar Sugar Belt Hospital,ieD6w3xqG0G,14021,cyChGO6tdNS,Rachar Sugar Belt Hospita,,NA,NA,,POINT,"[35.19964,-0.15497]",,NA,NA,NA,NA
Saradidi Dispensary,VqXehjCiW9C,14068,kazFsB6YZ6J,Saradidi Dispensary,,NA,NA,,POINT,"[34.39692,-0.11288]",,NA,NA,NA,NA
Nyalenda Health Centre,uMzpY2vfUnF,13887,yz3WGD5x3v2,Nyalenda Health Centre,,NA,NA,,POINT,"[34.75211,-0.1226]",,NA,NA,NA,NA
Central Clinic (Kisumu East),zkmzd91bAW2,13520,pOsTvaq49pN,Central Clinic (Kisumu Ea,,NA,NA,,POINT,,,NA,NA,NA,NA
Family Health Options Kenya (FHOK) Dispensary,tjl59t3dGDS,13552,wTeTHBlXnQj,FHOPK Disp,,NA,NA,,POINT,"[34.76096,-0.10086]",,NA,NA,NA,NA
Uhembo Dispensary,TftBThfkPx8,17532,utYTK2xBC3k,Uhembo Dispensary,,NA,NA,,POINT,"[34.11391,0.08326]",,NA,NA,NA,NA
K-Met Medical Clinic,khQbzuYHM5V,13637,ml7KNIMIuvz,K- MET Medical Clinic,,NA,NA,,POINT,"[34.7871,-0.1164]",,NA,NA,NA,NA
Marie Stopes Nursing Home (Kisumu),UH6upEAwIsn,13776,ZplKg3SMkIC,Marie Stopes NH (Kisumu),,NA,NA,,POINT,"[34.77025,-0.0878]",,NA,NA,NA,NA
Gods Will Medical Clinic,cnTitFnzOOT,13586,roJc7UkCD2l,Gods Will Medical Clinic,,NA,NA,,POINT,"[34.75957,-0.11741]",,NA,NA,NA,NA
Nightingale Medical Centre,E4jVwDn9VtO,13856,pOsTvaq49pN,Nightingale Medical Centr,,NA,NA,,POINT,"[34.7728,-0.08317]",,NA,NA,NA,NA
Ndori Health Centre,QYhKgi9NMUr,13845,cfUqqHJA6z4,Ndori Health Centre,,NA,NA,,POINT,"[34.37752,-0.06975]",,NA,NA,NA,NA
Mashambani Dispensary,PjStrCd2jns,17111,WzjCQ2bnOk7,Mashambani Dispensary,,NA,NA,,POINT,"[35.15148,-0.08145]",,NA,NA,NA,NA
Chulaimbo Sub-District Hospital,aRWvqnCMOEN,13528,r6rYPoyjxvR,Chulaimbo SDH,,NA,NA,,POINT,"[34.63821,-0.03785]",,NA,NA,NA,NA
Mosque Dispensary,nKrfzFPeCtN,13823,ZplKg3SMkIC,Mosque Dispensary,,NA,NA,Facility closed,POINT,"[34.75798,-0.08814]",,NA,NA,NA,NA
