BZC_DVD_102b How many reports are there?,TWp5q8HEn7S,,,,
BZC_DVD_102c How many reports are there?,jl3XzLenzBi,,,,
BZC_DVD_102d How many reports are there?,IGPzYs20nFH,,,,
BZC_DVD_102e How many reports are there?,sxrJ7O8Tloz,,,,
BZC_DVD_103a Check the dates on the reports received.  How many reports were received on time?,QxODXVXwbMl,,,,
BZC_DVD_103b Check the dates on the reports received.  How many reports were received on time?,OHeCDK77Qca,,,,
BZC_DVD_103c Check the dates on the reports received.  How many reports were received on time?,MsGvpNGQCxI,,,,
BZC_DVD_103d Check the dates on the reports received.  How many reports were received on time?,urhHom2X7pH,,,,
BZC_DVD_103e Check the dates on the reports received.  How many reports were received on time?,Etdt2P9gJzc,,,,
BZC_DVD_104a How many reports were complete? ,qHrRAird95S,,,,
BZC_DVD_104b How many reports were complete? ,seJTyAiZXWQ,,,,
BZC_DVD_104c How many reports were complete? ,C94mnK1USho,,,,
BZC_DVD_104d How many reports were complete? ,R01sIEYaYbu,,,,
BZC_DVD_104e How many reports were complete? ,Gy9BzBvb7nB,,,,
BZC_Interviewer Name,awXaBGbg1KE,,,,
BZC_MOBILE CLINIC NUMBER     ,uSvJFvBeqKX,,,,
BZC_SAF_100 Is the responsibility for recording the delivery of services on source documents clearly assigned to the relevant staff?,haRrUmurkac,,,,
BZC_SAF_103_001 Number of ANC1 visits,GrPGV6Og4og,,,,
BZC_SAF_103_002 Number of DTP3 (penta3),MLnlJRWTaCK,,,,
BZC_SAF_103_003 WRA receiving FP,JeGg8J5Jkdu,,,,
BZC_SAF_103_004 CWC,X57rSEdFxjP,,,,
BZC_SAF_103_005 HTC,TTKzggHsLXa,,,,
BZC_SAF_104_001 What they are supposed to report on?,Ug2rmBEARQI,,,,
"BZC_SAF_104_002 How (e.g., in what specific format) reports are to be submitted",gavXgNtSoPt,,,,
BZC_SAF_104_003 To whom the reports should be submitted,GOYPDjwdcjc,,,,
BZC_SAF_104_004 When the reports are due,K9jiDYFkqAp,,,,
BZC_SAF_109 Is there a routine and systematic process within the mobile clinic for checking the quality of compiled reports?,soghd6CuewO,,,,
BZC_SAF_110 Are accuracy checks (i.e. re-compsilation of priority indicators by a supervisor for a given reporting period and comparison with reported values for the same period) routinely conducted?,j2dxvNVv0r9,,,,
BZC_SAF_111 Are consistency checks of summarized data (e.g. evaluation of trends) routinely conducted?,dD9pxHmhVDI,,,,
BZC_SAF_112 Are checks for timely entry and completeness of source documents (e.g. registers) by supervisors routinely conducted?,ytY1trKIGzt,,,,
BZC_SAF_113 Is there written documentation at the mobile clinic of the results of data quality controls?,C5mrZFZLJIc,,,,
BZC_SAF_114 Is there a written policy or guidance document (e.g. SOP) at the mobile clinic on when and how to conduct data quality checks?,QVP0bBaP2ST,,,,
BZC_SAF_115 Does the mobile clinic receive regular supervisory visits from the County level (or higher)?,vdrGpcoeGCJ,,,,
BZC_SAF_116 Has a documented supervisory visit been conducted at the mobile clinic in the past 6 months?,bx6s50VNkRD,,,,
BZC_SAF_117 Are there copies of submitted reports at the mobile clinic available for the past 12 months?,PFTMNsEGADJ,,,,
BZC_SAF_118 Are filled data collection forms available for the last 12 months?,hChUlQDIiyZ,,,,
BZC_SAF_119 Are archived data organized such that records are easily retrievable (e.g. by service and date)?,f8SGZs8ORz8,,,,
BZC_SAF_11 How many days the clinic is use in a Month,mh8GmEWekh0,,,,
"BZC_SAF_120 Is there appropriate (e.g. clean, dry) and adequate space (sufficient size) for the secure organization and storage of source documents and reports?",onL7Ip2TLuu,,,,
BZC_SAF_121 Is access to archived data limited to the appropriate staff (e.g. the storage area can be locked)?,dQkZFgicmRl,,,,
BZC_SAF_125 Are relevant patient data maintained according to national or international confidentiality guidelines?,CgOyQKvN5zn,,,,
BZC_SAF_12 Have staff responsible for data collection and compilation of reports received the appropriate training?,JTfwPA3Rbvp,,,,
BZC_SAF_13 Is there designated staff responsible for reviewing aggregated numbers prior to submission to the next level?,fne7QheszQu,,,,
Ca abstact - Specifically (-ve),CH6ogFQ7q8n,,,,
Ca Abstract - CD4 Count,zdRpXJOiKqN,,,,
Ca abstract Chemotherapy,tLq5WHudnvJ,,,,
Ca Abstract - Chemotherapy Date,lg3UBH2lFEl,,,,
Ca abstract Hormone therapy,WDOBSyMOuSG,,,,
ca abstract Hormone therapy date,nKx5k4nM9HT,,,,
Ca Abstract Immuno ,JEYSuvKWg0w,,,,
Ca abstract Immuno date,RgxjMx8vK2k,,,,
Ca Abstract - Lab Number,GgSz8RlniWn,,,,
"Ca Abstract- Lab Report Available in Pt. file.	 ",q6noxPy9vai,,,,
Ca abstract Other,o4sZePOcnOT,,,,
Ca abstract Other Concurrent illness,yai5ljj99Ph,,,,
Ca abstract Other  date,FUM4xeZB72L,,,,
Ca abstract Radiotherapy,HgCV9GWSrPR,,,,
Ca abstract Radiotherapy date,nPMVD8OuZi0,,,,
Ca Abstract Specifically (+ve),KbQum5ao5qt,,,,
Ca abstract - Status Indicated in the Clinical Notes,AW6DbtZUk6f,,,,
Ca Abstract Surgery,rDlMcML8MGu,,,,
Ca Abstract - Surgery Date,blH8vkpSJZh,,,,
Cabagges,qJTeml8wMSz,,,,
Ca Date Last Contact/Date of death,tihDW6JAzAX,,,,
Caesarian Section,t05vdA53Hzr,,,,
Caesarian Sections,rAZBTMa7Jy3,,,,
Caesarian Sections workload,LVT4UNJmcqh,,,,
Ca Hospice No,KPqiGL38EVj,,,,
Ca If Dead Cause of Death,u3Eh3kGl2xw,,,,
Ca IP NO from,KoD4tXDzR7u,,,,
Ca IP NO to,GZHxVbSrKnd,,,,
Ca Lab No,UBEiv3umhi8,,,,
Ca Lab Report Available in Pt,EPsTPmwdDmA,,,,
Calibrators,qvt1PdpAz4c,,,,
Calibrite 3 Beads,pvIfUKB3FPh,,,,
Ca Marital Status,GQUNO9r10Oh,,,,
Camels,gjIxybbDbnH,,,,
Canteen,UxB5noRMnE2,,,,
Ca of bladder,IwWNXc4roES,,,,
Ca of breast,YlW2l6CyyYR,,,,
Ca of cervix uteri,NKUw2bolKIS,,,,
"Ca of colon, rectum and anus",Jen80xFQfVQ,,,,
Ca of larynx,vyLXTgCK1jh,,,,
"Ca of lip, oral cavity and pharynx",Kdy4nAC69Dn,,,,
Ca of liver and intrahepatic bile ducts,I4dCnvvNifu,,,,
"Ca of meninges, brain, central nervous system",v9wZukoHYKt,,,,
Ca of oesophagus,JFZJFO2WySP,,,,
Ca of other and unspecified parts of uterus,nmil8iuscgf,,,,
Ca of ovary,mLAKPeG4czm,,,,
Ca of pancreas,mjEqdH4VN1a,,,,
Ca of prostate,G1EkbrhGXQe,,,,
Ca of stomach,ijnlv7fEOi3,,,,
"Ca of trachea, bronchus and lung",UwXbqCgxJs4,,,,
Ca Present Status ,a4w7crAQ2ta,,,,
CAPR List of sub recipients  receiving funding ,XKt6pcxNsCg,,,,
CAPR Number ART defaulters traced and linked back to care by your organization,f43sN2sM3Xc,,,,
CAPR Number of caregivers (Community Health Extension Workers (CHEWs)/Community Health Volunteers (CHVs)) trained to provide Home and Community Based Services,mUqZfxUxIUe,,,,
CAPR Number of caregivers (Parents/guardians) trained to provide Home and Community Based Services,Wvtyg5x7iSC,,,,
CAPR Number of condom dispensers  installed this month,QOwd7rlovxv,,,,
CAPR Number of condom distribution points established this month,lguk4AJJhs3,,,,
CAPR Number of condoms distributed,hh0YjMAnNCf,,,,
CAPR Number of condoms received for distribution,zDvgZn4eSV4,,,,
CAPR Number of  households reached with Cash transfers for OVCs,Me3SqAwd4kf,,,,
CAPR  Number of individuals reached through one on one interactive learning on HIV prevention,LAiO9czFjbJ,,,,
CAPR Number of individuals reached through one on one interactive learning on HIV prevention,JDzXz4NormB,,,,
CAPR Number of individuals reached through one on one interactive learning on HIV treatment literacy,s0pnYAKOueo,,,,
CAPR Number of individuals reached with anti-stigma and discrimination messages,ai6L3QjQZxn,,,,
CAPR Number of individuals reached with Cash transfers,N5pHWVju2La,,,,
CAPR Number of individuals reached with general HIV prevention messages,IkO9Vwrj2Qx,,,,
CAPR Number of individuals reached with HIV Prevention information on abstinence and delayed sexual debute,r6YF9MysiEC,,,,
CAPR Number of individuals reached with HIV treatment literacy,uuuNOT1lCuz,,,,
CAPR Number of individuals referred for Youth friendly Services: Care and Treatment,bHxqDwCHs7b,,,,
CAPR Number of individuals referred for Youth friendly Services:  HIV Testing and Counseling,q2gahPft3TJ,,,,
CAPR Number of individuals referred for Youth friendly Services: Safe spaces for peer-to-peer education,SaMygMM45jU,,,,
CAPR Number of Individuals reporting stigma and discrimination referred by your organization to the HIV tribunal,GBCgxiGOkmC,,,,
CAPR Number of individuals who experienced Sexual Gender Based and reported to relevant institutions,BctnscGqTPV,,,,
CAPR Number of mass media programs/campaigns conducted: Print Media,lZNeFu7JkMh,,,,
CAPR Number of mass media programs/campaigns conducted: Radio programs,Gp5uFFu1SLA,,,,
CAPR Number of mass media programs/campaigns conducted: Television Programs,mB7HYFGLQJS,,,,
CAPR Number of Orphans and Vulnerable Children (OVCs ) provided with the following support: Clothing,SSEf6obhqET,,,,
CAPR Number of Orphans and Vulnerable Children (OVCs ) provided with the following support: Counseling,pTDwK3Rbboy,,,,
CAPR Number of Orphans and Vulnerable Children (OVCs ) provided with the following support: Daily ratio of food,MmCMFYfoGEC,,,,
CAPR Number of people reached through school-based HIV and AIDS prevention programs this month: Primary school,bGqeoN0UO2a,,,,
CAPR Number of people reached through school-based HIV and AIDS prevention programs this month: Secondary school,hK3QERIcMlS,,,,
CAPR Number of people reached through school-based HIV and AIDS prevention programs this month: Tertiary,IFEva0MPybZ,,,,
CAPR Number of people referred and linked to treatment,YbFm1qYIB7h,,,,
CAPR Number of people trained on condom use and disposal,lc5MjVmIdK7,,,,
CAPR Number of PLHIV provided  with the following support: Adherence Counseling,RzhW7rvyyIn,,,,
CAPR Number of PLHIV provided  with the following support: Food supplements,TakGwYP3uMx,,,,
CAPR Number of PLHIV provided  with the following support: Palliative care,hfkz3Ou2LtZ,,,,
CAPR Number  of PLHIV reached with treatment literacy,a0poL58pcal,,,,
CAPR Number of printed HIV prevention materials distributed in Braille or sign language this month: Braille,PyLOetJ59N9,,,,
CAPR Number of printed HIV prevention materials distributed in Braille or sign language this month: Sign Language/ Pictorials,FTK02frieJm,,,,
CAPR Number of sub recipients receiving funding from your organization,o69btOq5Rik,,,,
CAPR Number of survivors provided  Legal Services,l95wM9Awt7j,,,,
CAPR Number of survivors provided with Psychosocial or Health Services,ajYxNc5fnoZ,,,,
"CAPR Number of survivors  referred for Legal, Psychosocial or Health Services",MUPn8ubRl4l,,,,
CAPR Number of TB defaulters traced and linked back to care by your organization,RCcIF1ozZm7,,,,
CAPR Number of youth trained on Abstinence and chastity as a way of preventing HIV,FeNLO3p1gq5,,,,
CAPR test ,S9SGKqmWfmT,,,,
Carbol Fuschin (solution),iIi8w3uG3So,,,,
Cardiac Patients,xG3iczg2mHB,,,,
Cardiovascular conditions,sZETzNe1To8,,,,
Ca Referred from,ieaCtK0GJCu,,,,
Ca Referred to,ih2Fhg96wid,,,,
Ca Religion,bY11VbLNPn0,,,,
Ca Remarks if any,TVrwRqc4NU7,,,,
Cargo/Luggage,WV2J4cu3uM4,,,,
Cases Acquited,nkv3Dgt5oZB,,,,
Cases Convicted,OJ1kBhptiWD,,,,
Cases prosecuted,aVveqCjBgPf,,,,
Cases Withdrawn,ipHyeK1aqV7,,,,
Ca Source 1. Hosp,VCMUBZKhzeo,,,,
Ca Source 1. Hosp Number,qnrga7FqFvV,,,,
Ca Source 2. Lab ,DDj4ZcOq6Om,,,,
ca SRC date 1,WtnWiAcfqrU,,,,
ca SRC date 2,ciaEGlO9DKy,,,,
Casual labour/wages,CHmGQsZLotF,,,,
Cataract operation with IOL implantation,HLAZb7bcag7,,,,
Cataract operation  without IOL implantation,vedTHAMWMLk,,,,
Catheters Folley's 30ml size - 14 FG,uTseWFefIto,,,,
Catheters Folley's 30ml size - 16 FG,u3r4GnqmnOp,,,,
Catheters Folley's 30ml size - 18 FG,JFB05nUPhKP,,,,
Cause of death,BnZH7yzH8gW,,,,
CAUSE OF DEATH,VglqJVJSJXq,,,,
Cause of death  Asphyxia,bZE8ORB9oq4,,,,
Cause of death  Birth defect,Ebx9O6mtdw8,,,,
Cause  of death Diarrhoea,E64HPkfBh7a,,,,
Cause of death  Hypothermia,G3RSIXVa3HC,,,,
Cause of death  Low birth weight,LadprLJrdhB,,,,
Cause of death  Neonatal tetanus,GtkbIANrWQ7,,,,
"Cause of death  Other, specify",FdDrajCesA0,,,,
Cause of death  Preterm baby,gDNXlhpsOul,,,,
Cause of death  Sepsis ,eYk3jhqm9C0,,,,
CD4 CD8 for HIV Negative,ANYsMaeVL1g,,,,
CD4 CD8 for HIV positive,DJST4JPmipk,,,,
CD4 Stabilizer tubes 5ml,HUIj9tULozl,,,,
CD4 TESTS DONE DURING THE MONTH,l6JOOQINAZ7,,,,
Celebral palsy New Cases,jonqa7bYm7Z,,,,
Celebral palsy Old Cases,fLLDxSmNRAe,,,,
Cell / ACT Pack,e6hnEXRvkvq,,,,
Cell Control,f5RqNUKaS6o,,,,
Central Government,rwgr0SHSl1T,,,,
Central Nervous System Conditions,JWK8I0pQHvx,,,,
Cerebral Palsy,nwMuDW4tTdA,,,,
Cerebrospinal Crmptococcus,zJlfvjJbHv2,,,,
Cerebrospinal Haemophilus,PKBHspHje9o,,,,
Cerebrospinal Meningococcus,A4FeOblB2zg,,,,
Cerebrospinal Pneumonia,asXVufZLrPw,,,,
Cerebrospinal Staphylococcus,QXodFcfSynu,,,,
Certain conditions orig in the perinatal period,urIBN7OJije,,,,
Cervical,gC6G34DHFbv,,,,
Cervical cancer clients screened for HPV test,ommbnTANmGo,,,,
Cervical cancer clients screened for Pap smear,kl4RvWOGb7x,,,,
Cervical cancer clients treated using Cryotherapy,UAbmyzuI2UE,,,,
Cervical cancer clients with Positive Cytology result,xbERCTpWTwi,,,,
Cervical cancer  clients with Positive HPV result,LI2g0vO0xvx,,,,
Cervical cancer clients with Positive VIA/VILI result,dBdw7Inlq2C,,,,
Cervical cancer clients with suspicious cancer lesions,FC5BbFDsdCa,,,,
Cervical cancer receiving VIA /VILI /HPV VILI / HPV,G9COyloYLYa,,,,
Cervical cancer treated using LEEP,TSlyElHZw9d,,,,
Chalazion / Stye,rVVnLl8og6v,,,,
Chapati,bxzjuoAGO7u,,,,
CHEW  12-59 months,qbilE2dM08g,,,,
CHEW Albedazole Tablets,JnWmvF8Hcoz,,,,
CHEW Antimalarial (ACTs 6s and 12s),V2OCA6S4sRV,,,,
CHEW Artemether-Lumefantrine 20/120 tabs 12s,EJZLShHnWCk,,,,
CHEW Artemether-Lumefantrine 20/120 tabs 18s,Rs6tiElG2r9,,,,
CHEW Artemether-Lumefantrine 20/120 tabs 24s,QfqJQVD1c64,,,,
CHEW Artemether-Lumefantrine 20/120 tabs 6s,QbaR7f7Ol1r,,,,
CHEW children 6-59 months referred for Vitamin A supplementation,wImaI295CEH,,,,
CHEW Children of 0-11 months referred for immunization,ZkAL6i7sS2S,,,,
CHEW Chlorine Tablets,bs2hOuMT1FG,,,,
CHEW Comments (including explanations of losses),p3oh6nQdo6i,,,,
CHEW Condoms,eHYzOhuqQGH,,,,
CHEW Deaths 0-11 months,CHfl7pE2xT7,,,,
CHEW Deaths 0-28 days,hR68v4p3mak,,,,
CHEW Deaths 12-59 months,sXPwrF8r04E,,,,
CHEW Deaths 29 days - 11 Months,Qs3aMGLDkxd,,,,
CHEW Defaulter referred for ANC,oOubBMnQF2r,,,,
CHEW Defaulter referred for ART,JMvkD5ChNc5,,,,
CHEW Defaulter referred for Immunization ,KHfPfnhSjmA,,,,
CHEW Defaulter referred for Tuberculosis treatment,b3IGGOAN4tY,,,,
CHEW Iodine Solution,m0aWTPAZ0eO,,,,
CHEW Malaria Rapid Diagnostic Tests (RDTs),dLvdAOXcVKv,,,,
CHEW Maternal Death,Gx1XLLsvwAZ,,,,
CHEW Moderate Malnutrition,SG48t3pvgXC,,,,
CHEW No. invalid,jUPlf5USqBU,,,,
CHEW No. negative,EA3C82Tnftk,,,,
CHEW No. not tested,PJEGYwqxQ57,,,,
CHEW No. positive,CVHsV294PjK,,,,
CHEW Number of 0-59 months participating in growth monitoring,PdKwiVvUH3M,,,,
CHEW Number of cases of diarrhoea identified in children 0-59 months,L9tTxknCnKq,,,,
CHEW Number of children 0-59 months age presenting with fast breathing,bdilq3IkIyW,,,,
CHEW Number of children 0-59 months age presenting with fast breathing treated with Amoxycillin,RTq3WO2G9jx,,,,
CHEW Number of children 12-59 months dewormed,vAkP6k0yZDk,,,,
CHEW Number of children of 12-59 months with diarhoea treated with Zinc and ORS,mVUOXNSh8Rc,,,,
CHEW Number of  CHU experiencing stock outs of more than 7 days,UIzzcCOVE0k,,,,
CHEW Number of  CHU issued with any commodities,oAmIWCWWBrM,,,,
CHEW Number of CHVs  expected to reports,e4hqycGYRtb,,,,
CHEW Number of deliveries by skilled birth attendants,nEmgX9PA18v,,,,
CHEW Number of fever cases <7 days with RDT done,rFIqLJ7Wpn8,,,,
CHEW Number of fever cases < 7 days with RDT +ve,QLcUGpRjALY,,,,
CHEW Number of fever cases managed,iiGyGlCmyM3,,,,
CHEW Number of households using treated water,OXgWwVp4SLi,,,,
CHEW Number of households with functional latrines,b16FHzbfVUe,,,,
CHEW Number of households with hand washing facilities,zhwGF3FDj8B,,,,
CHEW Number of injuries and wounds managed,EbaSKALi8gj,,,,
CHEW Number of mothers with newborns counselled on Exclusive Breastfeeding,GsqRulfqa8z,,,,
CHEW Number of newborns visited at home within 48 hours of birth,NjcDm9nopWu,,,,
CHEW Number of over 5 years Malaria cases(RDT +ve) treated with ACT,RO6xUccUi9E,,,,
CHEW Number of under 5 years Malaria cases(RDT +ve) treated with ACT,mDnbs0lYa9R,,,,
CHEW Number of under-age pregnancies (under 18 years),aarCXMk8kcW,,,,
CHEW Number of women(15-19 yrs) provided with FP commodities by CHWs,TxR3UyAn0w1,,,,
CHEW Oral Contraceptives,WtkkpcuIsBS,,,,
CHEW Oral Rehydration Salt,KEipqXjoRhk,,,,
CHEW other Deaths,edzydmRSVKQ,,,,
CHEW Paracetamol,vB29cXjPvkb,,,,
CHEW Rapid Diagnostic Test Kit,ki11xyihsBA,,,,
CHEW Referred for HIV Counselling and testing ,zbYf5G3P7Fv,,,,
CHEW Referred for HIV Counselling and testing (HCT),xfQ8cNYtzu6,,,,
CHEW Referred for Routine checkups for the elderly (60+) ,hYPcrC46URl,,,,
CHEW Referred for  Skilled Delivery,fdsnixQkKCY,,,,
CHEW Referred New-borns with danger signs ,yUTQwgYs0BX,,,,
CHEW Referred with Cancer,SnP5Qr06tLy,,,,
CHEW Referred with Chronic Cough,qKA0t04ZR6z,,,,
CHEW referred with cough for 2 or more weeks,vGoXn9KEkQ3,,,,
CHEW Referred with Diabetes,umcBUHyhuTc,,,,
CHEW Referred with Hypertension,v9HafndlV8q,,,,
CHEW Referred with Mental Illness,d0XSdWwIlCU,,,,
CHEW Reffered for ANC,VrpxWLhfIr6,,,,
CHEW Severe malnutrition,woOiu8jdVaN,,,,
CHEWs Total adolescent and youth -Girls(13-24 years),rEqpyPYg1O8,,,,
CHEWs Total children 0-6 months,iY2vV57ILGu,,,,
CHEW Tetracycline Eye Ointment,X69Jzbvj6BR,,,,
CHEW Total adolescent and youth -Boys(13-24 years),kS19o7MfUFj,,,,
CHEW Total adolescent and youth -Girls(13-24 years),jbTpNv6bST4,,,,
CHEW Total children 0-28 days,EQ5kzm2R5xM,,,,
CHEW Total children 0-59 months,XYboDQi2GAg,,,,
CHEW Total children 0-6 months,bhXbHGgRcZ7,,,,
CHEW Total children 12-59 Months age,noeHIu9DcBn,,,,
CHEW Total children 29 days-11Months,TyS9YILvGUC,,,,
CHEW Total children 5 to 12 years age,AGo0sZKNXEC,,,,
CHEW Total children under 0-11 months,LYsJc9l8SmK,,,,
CHEW Total CHVs Reported,b0lgFG5TTTW,,,,
CHEW Total deaths,bm34DnRle4V,,,,
CHEW Total Deliveries,fZrqugV6Koo,,,,
CHEW Total elderly Females 60+ years,orI5ZBhQ7K9,,,,
CHEW Total elderly Males 60+ years,j1NIj2QwzWd,,,,
CHEW Total Females 25-59 years age,iNsooFBKkP1,,,,
CHEW Total households,S6Nus11LF04,,,,
CHEW Total Males 25-59 years age,bcJEetQVU9t,,,,
CHEW Total number of community Actions days held,nyk3LcZCpVC,,,,
CHEW Total number of community dialogue days held,uzJegZMOQ00,,,,
CHEW Total number of community monthly meeting  held,M1ORM2GNAlQ,,,,
CHEW Total number of household visited,pZRmoSQCCSw,,,,
CHEW Total of the Others,GD4fzgZqfms,,,,
CHEW Total population,yWelT6595R5,,,,
CHEW Total population of elderly (60+years),Emb12Q8KeWO,,,,
CHEW Total pregnant women,gwQDHcfvX5Z,,,,
CHEW Total Sexual Gender Based Violence Survivors Seen,N7UsYiu4NG0,,,,
CHEW Total suspected,M48SVvFpwHM,,,,
CHEW Total women 15-49 years,ddd4ahrnB2S,,,,
CHEW Weight band 15 to <25 kg  (3 to <8 yrs),aPTi7dw2PkL,,,,
CHEW Weight band 25 to <35 kg (8 to <12 yrs),nqjuVL8kW6Y,,,,
CHEW Weight band = 35 kg (= 12 yrs),eIfWFxJK8mg,,,,
CHEW Weight band 5 to <15 kg  (<3 yrs),qsxgiW5M2ic,,,,
CHEW Zinc,o4GwjahRd6s,,,,
Chicken,jk8UoARIaTl,,,,
Chicken Pox,FW3WUJbzhEG,,,,
Children <15yrs(60/30/150mg),RHJW8bBQhXA,,,,
Children <15yrsR/H (60/30mg),ytPRM4AyREe,,,,
Children <1 year deaths occuring at facility,z3ws0gAzoqL,,,,
Children <1 year deaths occuring at facility AOP-yr,f9zi6XYCfeS,,,,
Children <5 years treated for Malaria,SFxF8Opw4M9,,,,
Children <5 years treated for Malaria AOP-yr,dAoidsSLKsU,,,,
Children aged 6-23 months supplemented with MNPS,z3kr3nMK3RI,,,,
Children dewormed at least once in a year,HXytbjH4U3o,,,,
Children dewormed at least once in a year AOP-yr,Ik1ikpdj3vp,,,,
Children fully immunized at 1 year of age - AOP-yr,knYEO8oH2cu,,,,
Children in Register Book for Albendazole Deworming Division 1,dpHdoptcbGB,,,,
Children in Register Book for Albendazole Deworming Division 2,oRap6KG89c5,,,,
Children in Register Book for Albendazole Deworming Division 3,huXW0I1TOT5,,,,
Children in Register Book for Albendazole Deworming Division 4,tSKTJHttogb,,,,
Children in Register Book for Albendazole Deworming Division 5,rvdCGcAXc77,,,,
Children in Register Book for Albendazole Deworming Division 6,PTCrBYiMGfw,,,,
Children in Register Book for Praziquantel Deworming Division 1,eH1PvljFqZw,,,,
Children in Register Book for Praziquantel Deworming Division 2,rYjsCNRKNnb,,,,
Children in Register Book for Praziquantel Deworming Division 3,nJI6rmqDiZV,,,,
Children in Register Book for Praziquantel Deworming Division 4,rhaotuCjthY,,,,
Children in Register Book for Praziquantel Deworming Division 5,bK80SIXuV9q,,,,
Children in Register Book for Praziquantel Deworming Division 6,Ux55LrHATve,,,,
Children in the Register ECD for Albendazole Division 1,q8DGp7KCLT1,,,,
Children in the Register ECD for Albendazole Division 2,umwwKAZ4D7o,,,,
Children in the Register ECD for Albendazole Division 3,fe2XRMBQYuF,,,,
Children in the Register ECD for Albendazole Division 4,waBnpvOjzXB,,,,
Children in the Register ECD for Albendazole Division 5,jWRI9Rt9k1M,,,,
Children in the Register ECD for Albendazole Division 6,LIPKScfgk6s,,,,
Children in the Register ECD for Praziquantel Division 1,TTkYV1qCNU3,,,,
Children in the Register ECD for Praziquantel Division 2,ScMuqWvpTaw,,,,
Children in the Register ECD for Praziquantel Division 3,rr9Wx5A3XGS,,,,
Children in the Register ECD for Praziquantel Division 4,CAI9SAtvC9O,,,,
Children in the Register ECD for Praziquantel Division 5,PHwznlsXsEE,,,,
Children in the Register ECD for Praziquantel Division 6,FfUfy2czgdO,,,,
Children over 5 years treated for malaria AOP-yr,hOns2WApXRD,,,,
Children reciving Vitamin A (1-2 doses)- AOP-yr,iwjbfsWMO6q,,,,
Children (under 12 years) ,p4bqONwvjqj,,,,
Children under 1 year vaccinated against Measles-AOP-yr,sQ7tPoe0FJA,,,,
Children under 1Yrs distributed with LLITNs,wqa3YQHnX35,,,,
Children under 5 distributed with Long Lasting Insecticide Treated Nets (LLITNs),z9oFVZwYYQ7,,,,
CHIS Adolescent and youth 15-24 year -Female,zCooUJZagNa,,,,
CHIS Adolescent and youth 15-24 year -male,nzXtlubUiQO,,,,
CHIS All cases referred,OUxrSyWFaEN,,,,
CHIS Births,kOi2bnvvKNu,,,,
CHIS Children 0-6 Months,DJEEY5OxCRe,,,,
CHIS Children not de-wormed,ed61xJyZCxy,,,,
CHIS Children under 6 Months not exclusively brestfed,ay96DbAL0zT,,,,
CHIS Children under five year old,HT7SV4XRpXJ,,,,
CHIS Children under five years not supplimented with Vit A,W7eA4tFTVpD,,,,
CHIS Children under one not fully immunized,AqAIpJycfcC,,,,
CHIS Children under one year old,fql7YMti688,,,,
CHIS Chronic illness or cough for more than 2 weeks referred,ExUegfb4vPI,,,,
CHIS Community action days,D0ybeRQ2Fim,,,,
CHIS Deaths 1- < 5year,h3V5wA9UYyD,,,,
CHIS Deaths under 1 year,QOsI0nmOANI,,,,
CHIS Deliveries by unskilled attendants,MPM6KIXyjrR,,,,
CHIS Dialogue days,Ned9x2E0O8a,,,,
CHIS Diarrhea cases managed,eYc3ysAQasu,,,,
CHIS Elderly persons who had routine check ups,xMjoTY3Vq6J,,,,
CHIS Estimated Deliveries,Q6ycIK7qAwi,,,,
CHIS Estimated live births,EBrjMtVka7K,,,,
CHIS Fever cases referred,V8bflf5aTS3,,,,
CHIS Household not treating water,U9yMVaqxhmp,,,,
CHIS Household not using LLITNs,IauFhtv3QK2,,,,
CHIS Households without the package of IEC materials,HLuWX9AJYuZ,,,,
CHIS Household without functional latrines,UUa3P9X0iUs,,,,
CHIS Household without hand washing facilities,TCIDV0nTTGe,,,,
CHIS Household without staple food,ubvNdiHvd9g,,,,
CHIS Immunization Defaulters traced,sGsYB3NtZI8,,,,
CHIS Injuries and wounds managed,zOy60ciDRmS,,,,
CHIS Maternal Deaths,xRYizOQBaUK,,,,
CHIS Meetings with CHCs,wLyHukFlGfu,,,,
CHIS Moderate malnutrition cases referred,RdFtJLjQxQQ,,,,
CHIS Newborns referred,dOQFvpexmNv,,,,
CHIS Number of babies breastfed within first one hour of delivery and fed on colostrum ,nETZCiPAjZn,,,,
CHIS Number of children < 5 years with danger signs referred,t8LylJvKBeU,,,,
CHIS Number of  CHWs in the community unit expected to Report,h8hqsoPBwFq,,,,
CHIS Number of  CHWs Reported,mGfDUtnX1uH,,,,
CHIS Number of households with jiggers infestation ,DQYQrKse2po,,,,
CHIS Number of  livelihood activities initiated at community unit,btUHiazfSfy,,,,
CHIS Number of men using FP,TYyky5hcs7V,,,,
CHIS Number of nutrition groups  ,b8DvUwWlMcr,,,,
CHIS Number of  pregnant and lactating mothers wasted and referred. (MUAC),L52WB0obVPY,,,,
CHIS Number of pregnant women with danger signs referred to Health facility,PxUOV3Q2K36,,,,
CHIS People who do not know their HIV status,aSuvo7u3IBN,,,,
CHIS Population 25-59 years,IkPLWQZ6ozA,,,,
CHIS Population of  female,F1batWPfTob,,,,
CHIS Population of  male,xveEJRFGfpZ,,,,
CHIS Population under 15 years,IHPSoXP2ePe,,,,
CHIS Pregnancies under 18 years,xbMMS14xlqP,,,,
CHIS Pregnant mothers who did not attended at least 4ANC visits,sA1eqelp5lW,,,,
CHIS Pregnant women referred,oSVigDtVSu9,,,,
CHIS School drop out female,r0buF2m8HrA,,,,
CHIS School drop out male,iNKF9RkZNGY,,,,
